Occasion,Date,Trap ID,Species,Recapture (R/N) ,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight (g),Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Fur Sample ID,Faecal Sample ID (1),Faecal Sample ID (2),Processor,Who Baited,Other Notes,Flagged
OG2-N-2014-5,19/06/2014,OG2-N-47A,BS,R,O41868FE17,A,F,,,,,,,,,,,,,,,,,,,,Alex,Sabri,,
OG2-N-2014-6,20/06/2014,OG2-N-10A,BS,R,O41868F547,SA,M,,,,,,,,,,,,,,,,,,,,Alex,Siun,,
OG2-N-2014-6,20/06/2014,OG2-N-10B,BS,R,O41869OA14,,,,,,,,,,,,,,,,,,,,,,Alex,Siun,,
OG2-N-2014-6,20/06/2014,OG2-N-14A,DTT,N,O41781C265,A,F,Mammae very swollen and belly seemed fat – suspect pregnant.,26.5,17.1,17.2,,,,,17,101,84,0,,,2015,,,,,Jess,Jess,Too awake for fur sample. Black guard hairs. Tail all dark with tuft at end.,
OG2-N-2014-6,20/06/2014,OG2-N-14B,LTG,R,O417BD8DC9,A,M,,,,,,,,,,,,,,,,,,,,Alex,Jess,,
OG2-N-2014-6,20/06/2014,OG2-N-20B,DTT,N,O41868D476,J,,,23.6,14.6,5.6,,,,,18,34,16,0,,,2016,,,,,Jess,Jess,"Oh tiny tiny!!! ARGH SO CUTE I HEART HIM :D :D :D Have photos to check but fairly confident with ID – had general jizz of a DTT/SS but all dark tail with a small tuft at the end. The very tip of the tail was white, which I haven't seen before although Payne mentions that DTTs sometimes have entirely pale tail tips. Uppers light brown speckled orange, turning more orange towards flanks, with grey underfur and what looked like soft black guard hairs. Vent pale whiteish. Also noticed slightly darker stripe of fur on top of manus and pes, which is seen in adult DTTs",
OG2-N-2014-6,20/06/2014,OG2-N-24A,BS,R,O41868F8E3,SA,F,,,,,,,,,,,,,,,,,,,,Alex,Jess,,
OG2-N-2014-6,20/06/2014,OG2-N-25A,BS,R,O41868E36F,SA,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-25B,BS,R,O41869OOE7,,,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-28B,LSQ,R,O41869O97B,A,M,Balls obvious.,33.9,,,122.65,97.9,,,17,117,100,5,,,,361,229,,,Jess,James,Parasites include one very large tick taken from cheek.,
OG2-N-2014-6,20/06/2014,OG2-N-30A,BS,R,O41869OD39,,,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-30B,MR,N,O41869O42C,A,M,Balls obvious.,38.55,31.1,28.2,,,,,16,242,226,56,,,2014,360,227,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-31A,MR,R,O41868CC9C,A,M,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-31B,BS,R,O41868COAC,SA,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-32B,LSQ,N,O41868D477,SA,M,No obvious genitalia but no mammae and bare patch under nubbin that looked like it might develop into balls at some point.,31.3,,,112.9,92,,,17,71,54,,,,,,228,,,Jess,James,Moved trap 0.5m re ants. Prolific pooer. 3 in the ether pot and two more while processing. Lovely! EDIT by ORW: Changed M? to M,
OG2-N-2014-6,20/06/2014,OG2-N-33B,LSQ,R,O41868E2BC,A,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-35B,LSQ,R,O417O8369O,SA,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-6,20/06/2014,OG2-N-36A,MR,R,O417O84685,A,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-7,21/06/2014,OG2-N-19A,BS,R,O41868FC3F,SA,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-7,21/06/2014,OG2-N-20B,BS,R,O41868C374,A,M,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-N-2014-7,21/06/2014,OG2-N-30B,MR,R,O41869O42C,A,M,,,,,,,,,,,,,,,,,,,,Alex,Jess,,
OG2-N-2014-7,21/06/2014,OG2-N-36A,BS,R,O41869O97F,,,,,,,,,,,,,,,,,,,,,,Alex,Jess,,
OG2-N-2014-7,21/06/2014,OG2-N-38B,BS,R,O41869116E,SA,F,,,,,,,,,,,,,,,,,,,,Jess,Siun,,
OG2-N-2014-7,21/06/2014,OG2-N-43B,BS,R,O41868F767,A,M,,,,,,,,,,,,,"Skin gone from half the tail, but bone remaining.",,,,,,,Jess,Siun,,
OG2-N-2014-7,21/06/2014,OG2-N-6B,BS,N,O41868CE8A,SA,F,Not perforated and no mammae visible but can see where hole will develop.,33.75,22.75,12.9,,,,,19,119,100,26,Tail broken at end – bent but still attached.,,2017,362,,,,Jess,Alex,Too awake for fur sample. Also had stripe of slightly darker brown fur on back of head – have pics (but is v faint – the ones seen on others were clearer. Sorry I didn't get pics of these ones but only saw the stripe as they were running off into the forest).,
OG2-N-2014-7,21/06/2014,OG2-N-9B,BS,R,O41868E7CO,SA,F,,,,,,,,,,,,,,,,,,,,Jess,Alex,,
OG2-W-2014-1,22/06/2014,OG2-W-12A,LTG,N,O417O84F66,A,M,Balls obvious.,45.6,26.7,29.5,,,,,19,342,323,14,Left eye injured – most of the eyeball gone and eyelid almost totally closed as if winking.,,2018,363,230,,,Jess,James,"Tail all dark but with small, irregular pale blotches along the underside. Also parasite sample #379 from same individual when recaught on 28.06.14 as had two large ticks on face.",
OG2-W-2014-1,22/06/2014,OG2-W-15A,BS,N,O41868CE85,SA,F,"Not perforated, no mammae visible.",35.5,21.8,13.1,,,,,19,116,97,39,Tail bent about 2/3 of the way down but not broken and not bleeding.,,2021,366,,,,Jess,Siun,Too awake for fur sample.,
OG2-W-2014-1,22/06/2014,OG2-W-19A,BS,N,O41868E92C,A,M,Balls & epididymal pouch obvious.,38.9,23.05,35.2,,,,,19,176,157,42,,,2020,365,232,,,Jess,Siun,"Thin stripe of slightly darker brown fur on back of head and neck, as noted before in some BS. Have photo.",
OG2-W-2014-1,22/06/2014,OG2-W-27B,BS,N,O41868F616,SA,F,"Not perforated, no mammae visible.",37.5,24.4,11.05,,,,,19,131,112,89,,,2022,367,,,,Jess,Alex,Too awake for fur sample.,
OG2-W-2014-1,22/06/2014,OG2-W-43B,LTG,R,O4178164F7,A,F,,,,,,,,,,,,,"Tail broken, had approximately half left but looked like old wound.",,,,,,,Jess,Jess,"Old recap, first caught on 09/06/2011 at [36B] and once more on 15/06/2011 at [42B].",
OG2-W-2014-1,22/06/2014,OG2-W-9B,BS,N,O41868C51F,A,M,Balls & epididymal pouch obvious.,35.5,24.4,30.7,,,,,19,169,150,51,,,2019,364,231,,,Jess,James,Pale brown streak on vent.  ,
OG2-W-2014-2,23/06/2014,OG2-W-39B,BS,N,O41868D519,SA,F,Not perforated and mammae not visible.,34.6,22.75,14.3,,,,,20,136,116,44,"Tail tip missing but old wound. Small cut near end of tail, not sure why as trap has string.",,2023,368,233,,,Jess,Jess,Very pale brown streak on vent and very faint dark brown stripe on back of head.,
OG2-W-2014-3,24/06/2014,OG2-W-14A,LTG,R,O417O84F66,A,M,,,,,,,,,,,,,,,,,,,,Sabri,Siun,,
OG2-W-2014-3,24/06/2014,OG2-W-14B,LSQ,N,O41868D67C,A,M,Balls & epididymal pouch obvious.,34.8,,,132.1,99.15,,,17,122,105,0,,,,,234,,,Jess,Siun,Classic LSQ jizz & tail.,
OG2-W-2014-3,24/06/2014,OG2-W-17B,BS,R,O41868E92C,A,M,,,,,,,,,,,,,,,,,,,,Sabri,Siun,,
OG2-W-2014-3,24/06/2014,OG2-W-19B,BS,R,O41868CE85,SA,F,,,,,,,,,,,,,,,,,,,,Sabri,Siun,,
OG2-W-2014-3,24/06/2014,OG2-W-27A,BS,R,O41868F616,SA,F,,,,,,,,,,,,,,,,,,,,Sabri,Sabri,,
OG2-W-2014-3,24/06/2014,OG2-W-33A,BS,N,O41868DFD9,SA,F,Not perforated and mammae not visible. Had 'line' between nubbin and anus as usual for females.,35.9,19.6,14.65,,,,,18,119,101,45,,,2025,370,236,,,Sabri,Sabri,"Sabri wanted to try processing, did a good job!",
OG2-W-2014-3,24/06/2014,OG2-W-34A,BS,R,O41868D519,SA,F,,,,,,,,,,,,,,,,,,,,Sabri,Sabri,,
OG2-W-2014-3,24/06/2014,OG2-W-38B,BS,N,O41868F555,SA,F,Not perforated and mammae not visible.,35.6,23.5,14.95,,,,,16,130,114,45,,,2024,369,235,,,Jess,Alex,,
OG2-W-2014-4,25/06/2014,OG2-W-11B,CTRS,N,O41868DAB9,A,M,Big balls.,48.4,,,179.1,176.2,,33.1,20,191,171,0,Scrape on muzzle.,,,,237,,,Jess,Jess,"Unders pale buff, without any yellowish/orange tinge as usually seen in this species. Had slightly buffier patch mid-vent, but fur very pale around chest, throat and hindlegs. Uppers grizzled brown, pale shoulder stripe. Had patch of discoloured yellowy-brown skin on underside of neck. I also noticed this on a number of SLTRS in E100 in the last couple of weeks but I'm not sure whether this is an unusual feature, or just isn't often noticed because this area of neck is normally covered by processor's hand when using ringer's grip. Had orange fungus on anus and area of skin between balls and anus (perineum?) but not on balls themselves. Also had small patch of orange fungus in the middle of the vent.",
OG2-W-2014-4,25/06/2014,OG2-W-1A,BS,N,O41869OD8O,SA,F,Not perforated and mammae not visible.,35.5,23.1,13,,,,,20,139,119,48,,,2027,372,239,,,Jess,Jess,,
OG2-W-2014-4,25/06/2014,OG2-W-39A,LTG,R,O4178164F7,A,F,,,,,,,,,,,,,,,,,,,,Jess,James,,
OG2-W-2014-4,25/06/2014,OG2-W-42B,LTG,N,,A,M,,,,,,,,,,,,,,,,,,,,,James,ESCAPED while transferring to ether pot – apologies! However Alex had already commented on his biji besar so I'm going with adult male and hoping he trundles back along in the next couple of days.,
OG2-W-2014-4,25/06/2014,OG2-W-44B,BS,N,O41868D952,SA,F,Not perforated and mammae not visible.,36.6,24,11.8,,,,,19,126,107,58,,,2026,371,238,,,Jess,James,"Brown stripe on back of head, clearer than in some individuals. Have photo.",
OG2-W-2014-5,26/06/2014,OG2-W-24A,BS,R,O41868E92C,A,M,,,,,,,,,,,,,,,,,,,,Jess,Alex,,
OG2-W-2014-5,26/06/2014,OG2-W-27A,BS,R,O41868F616,SA,F,,,,,,,,,,,,,,,,,,,,Jess,Alex,,
OG2-W-2014-5,26/06/2014,OG2-W-36B,LTG,R,O4178164F7,A,F,,,,,,,,,,,,,,,,,,,,Sabri,Jess,,
OG2-W-2014-5,26/06/2014,OG2-W-9A,BS,R,O41868C51F,A,M,,,,,,,,,,,,,,,,,,,,Alex,James,,
OG2-W-2014-5,26/06/2014,OG2-W-9B,CTRS,N,O41869OE2E,A,F,Mammae visible and belly seemed swollen – poss pregnant?,45.1,,,176.7,182,,34.05,20,208,188,1,,,,373,240,,,Jess,James,Unders buffy orange as usual for this species (contrast to CTRS yest with v pale unders). Had orange fungus around anus. The one parasite was quite large and flat (mite?) attached to the venter.,
OG2-W-2014-6,27/06/2014,OG2-W-12A,LTG,N,O41868F1C8,A,F,"Perforated, mammae visible.",45.15,26.9,18.3,,,,,21,346,325,6,Scrape on nose.,,2028,375,242,,,Jess,Alex,Big tick under eye – now in para sample. Tail all dark and had tuft at the end.,
OG2-W-2014-6,27/06/2014,OG2-W-13A,LTG,R,O417O84F66,A,M,,,,,,,,,,,,,,,,,,,,Jess,Alex,,
OG2-W-2014-6,27/06/2014,OG2-W-22B,CTRS,N,O41868F8C8,A,M,Balls and penis visible but balls appeared smaller than usual and somewhat shrivelled. Had a lot of orange genital fungus (have photos),46.8,,,173.3,193.8,,34.85,19,176,157,1,Scrape on muzzle.,,,374,241,,,Jess,Jess,"Unders buffy orange. Lots of orange fungus around genitals. As in the treeshrew caught yesterday, had one parasite which was quite a large, flattened mite-like thing on vent.",
OG2-W-2014-6,27/06/2014,OG2-W-24B,LTG,N,O41868FC4E,A,M,Balls & epididymal pouch obvious.,42.9,27.9,34.1,,,,,20,374,354,3,,,2030,376,244,,,Jess,Jess,"Tail had tuft at end. Unders pale whiteish as usual for LTGs, but with a dark brown streak mid-vent and yellowy-orange patches on throat and chest (have pics). Tick from corner of eye included in para sample. Noticed all LTGs processed today either had no parasites only had very low numbers of tiny parasites and ticks.",
OG2-W-2014-6,27/06/2014,OG2-W-27A,BS,R,O41868F616,SA,F,,,,,,,,,,,,,,,,,,,,Alex,Jess,Not exactly Adventure Mouse is she.,
OG2-W-2014-6,27/06/2014,OG2-W-31B,LTG,N,O417O68DO5,A,M,Balls & epididymal pouch obvious.,46.3,27.1,30.6,,,,,20,338,318,0,,,2029,,243,,,Jess,Jess,Had pale brown streak on venter. Tail had tuft at end.,
OG2-W-2014-6,27/06/2014,OG2-W-39B,BS,R,O41868D519,SA,F,,,,,,,,,,,,,,,,,,,,Alex,Sabri,,
OG2-W-2014-6,27/06/2014,OG2-W-8A,BS,R,O41868C51F,A,M,,,,,,,,,,,,,,,,,,,,Alex,Alex,,
OG2-W-2014-7,28/06/2014,OG2-W-15A,LTG,R,O417O84F66,A,M,,,,,,,,,,,,,,,,379,,,,Alex,Jess,Ethered to take photos and had two new large ticks on face so I've taken another parasite sample.,
OG2-W-2014-7,28/06/2014,OG2-W-16B,BS,R,O41868E92C,A,M,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Jess,,
OG2-W-2014-7,28/06/2014,OG2-W-18B,DTT,N,O41869O23B,J,F,,23.1,12.35,6.8,,,,,20,42,22,0,,,2033,,,,,Jess,Jess,"Teeny tiny!! :D Was perched up on the wall in the corner at the back of the trap – I know this isn't diagnostic but looked like the classic DTT pose. Uppers greyish brown, speckled orange at the flanks. Unders white. Tail all dark with small tuft at end. Had stripe of dark fur on top of pes and manus. Not spiny anywhere (think too young). DTT classification is based on colouration, overall jizz (similar to what I think was a baby DTT in OG2-N last week), all dark tail, tuft at end of tail and dark fur on top of feet. Although worth noting that I haven't caught any other DTTs on this grid this week. Have photos if you'd like to cast your expert eye over them, and on comparing the photos to those taken of what I think was a juvey DTT in OG2-N, they do look very similar (of course I could have got the ID of both wrong!). Didn't take a fur sample as far too tiny. I classed as F? Because despite being tiny there seemed to be a bare patch just under the nubbin that looks like what you would normally expect for an unperforated female. Escaped at base camp after processing – not sure how this happened as she was safely back in the trap, door closed, job done – but on the plus side she did trundle off in vaguely the right direction to get home. Best of luck in life dearie, hope you're in the recaps in years to come! EDIT by ORW: Changed to F from F?",
OG2-W-2014-7,28/06/2014,OG2-W-19A,BS,R,O41868CE85,SA,F,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Jess,,
OG2-W-2014-7,28/06/2014,OG2-W-31B,LTG,R,O4178164F7,A,F,,,,,,,,,,,,,,,,,,,,Alex & Sabri,James,,
OG2-W-2014-7,28/06/2014,OG2-W-39A,BS,R,O41868D519,SA,F,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Alex,,
OG2-W-2014-7,28/06/2014,OG2-W-46B,BS,R,O41868D952,SA,F,,,,,,,,,,,,,,,,,,,,Alex & Sabri,Alex,,
OG2-W-2014-7,28/06/2014,OG2-W-48A,BS,N,O41868FADE,SA,F,Not perforated and mammae not visible.,35.1,21.9,12.95,,,,,20,129,109,47,,,2031,377,245,,,Jess,Alex,Brown streak on vent.  ,
OG2-W-2014-7,28/06/2014,OG2-W-4B,BS,N,O41868ECC6,A,M,Balls & epididymal pouch large.,39,24.8,32.25,,,,,20,183,163,43,Tail tip lost but old wound already healed.,,2032,378,246,,,Jess,Sabri,Brown streak on vent.  ,
OG2-N-2015-1,30/04/2015,OG2-N-15A,BS,N,O417D1454F,SA,M,Anal swelling,34.7,20.95,23.95,,,,,20,91,71,34,,,PT0127,,,,,Phil,"Jess, Sabri",,
OG2-N-2015-1,30/04/2015,OG2-N-16A,BS,N,O417D16O3E,A,M,Testes developed.,36.1,24.5,29.2,,,,,20,110,90,27,,,PT0129,,,T2450,Z0005,Phil,"Jess, Sabri",No dark streak to head.,
OG2-N-2015-1,30/04/2015,OG2-N-19B,BS,N,O417D13AD5,SA,F?,"Unperf, small bare patch",35.8,22.35,8.1,,,,,19,81,62,37,Old loss of tail tip (stump),,PT0130,PP0061,,,,Jess,"Jess, Sabri","Small AGD also suggests F. Pale ventral streak, no head streak",
OG2-N-2015-1,30/04/2015,OG2-N-22B,BS,N,O417D13F8C,A,F,"Perf, no mammae visible. Very plump, poss. Pregnant",36,23,17.7,,,,,20,92,72,5,,,PT0124,,,,,Phil,"Jess, Sabri","Looked a bit sorry for itself re. ants. Ventral streak, white spot above left eye. Maxomys tail rather subtle.",
OG2-N-2015-1,30/04/2015,OG2-N-23A,BS,N,O417D16E96,SA,M,Swelling,36.5,24.25,23.9,,,,,19,112,93,62,,,PT0131,,,,,Phil,"Jess, Sabri",Almost has ankle bands! Streak to head.,
OG2-N-2015-1,30/04/2015,OG2-N-29B,BS,N,O417D1556E,SA,F,Unperf,34.55,23.75,8.8,,,,,19,103,84,11,,,PT0126,PP0059,PF0059,,,Phil,"Alex, Phil",Random scorpion nypmh came off with parasites.,
OG2-N-2015-1,30/04/2015,OG2-N-33B,LSQ,R,O41868E2BC,A,F,,,,,,,,,,,,,,,,,,,,Jess,"Alex, Phil",,
OG2-N-2015-1,30/04/2015,OG2-N-41A,BS,N,O417D17CF8,A,F,Perf,34.8,22.7,11.8,,,,,19,90,71,41,,,PT0132,,,,,Phil,"Alex, Phil",No dark streak to head.,
OG2-N-2015-1,30/04/2015,OG2-N-9B,BS,N,O417D161DF,SA,F,Unperf,36.5,23.65,13,,,,,19,109,90,42,,,PT0128,PP0060,,,,Jess,"Jess, Sabri","Pale tail tip, ventral streak, also small brown blotch on venter by left hind leg",
OG2-N-2015-2,01/05/2015,OG2-N-11B,LSQ,N,O417D14ODF,SA,F,,34.4,,,131.5,95.6,72.6996197718631,,20,108,88,0,,,,,,,,Phil,Sabri,,
OG2-N-2015-2,01/05/2015,OG2-N-13B,BS,N,O417D14FA4,A,M,,34.35,24,17.6,,,,,20,113,93,42,,,PT0133,PP0063,,,,Phil,Sabri,Brown streak to belly,
OG2-N-2015-2,01/05/2015,OG2-N-18B,BS,,,,,,,,,,,,,,,,,,,,,,,,,Jess,RELEASED as covered in ants and in poor health. Moved Trap 1.5m,
OG2-N-2015-2,01/05/2015,OG2-N-29A,BS,N,O417D12AE1,SA,?,Hint of a bare patch plus small AGD but possible anal swelling,35.1,20.2,10.1,,,,,20,109,89,20,,,PT0135,,,T2103,Z0007,Phil,Jess,,
OG2-N-2015-2,01/05/2015,OG2-N-29B,DTT,N,O417D14513,SA,F?,Unperf,23,16.5,5.5,,,,,20,54,34,5,,,PT0134,,,,,Phil,Jess,"Dirty white venter. Dorsum brown with ochre speckling, soft spines and black guard hairs.",
OG2-N-2015-2,01/05/2015,OG2-N-31A,BS,N,O417D137O2,SA,M?,"Poss swelling, no obvious bare patch",35.8,22.3,8.75,,,,,20,97,77,32,Old loss of tail tip (c.5cm),,PT0136,PP0064,PF0061,,,Phil,Jess,"Ventral streak, no head streak.",
OG2-N-2015-2,01/05/2015,OG2-N-31B,BS,N,NewDead6,,,,,,,,,,,,,,,,"Dead in trap, covered in black stinging ants",,,,,,,Jess,Moved 2m,
OG2-N-2015-2,01/05/2015,OG2-N-41B,BS,N,O417D17A85,SA,M,Start of testes swelling,37.85,22.5,22.6,,,,,20,110,90,49,Missing extreme tip to tail (old),,PT0137,PP0065,,,,Phil,Alex,No streaks,
OG2-N-2015-2,01/05/2015,OG2-N-45B,FSGSQ,N,O417D169O4,SA,F?,"Possible beginnings of bare patch and testes, sex not clear",41.6,,,167.1,138.35,82.7947336923998,,20,169,149,4,,,,,PF0060,,,Jess,Alex,,
OG2-N-2015-3,02/05/2015,OG2-N-11B,LTG,N,O417D13751,A,F,Perf,45.2,29,19.5,,,,,19,375,356,0,,,PT0138,,,,,Jess,Jess,Ankle bandz,
OG2-N-2015-3,02/05/2015,OG2-N-15A,BS,R,O417D1454F,SA,M,,,,,,,,,,,,,,,,,,,,Jess,Jess,,
OG2-N-2015-3,02/05/2015,OG2-N-26A,LSQ,N,O417D1791O,A,M,Testes developed.,31.9,,,126.2,91.55,72.5435816164818,,21,111,90,0,,,,,,,,Jess,Jess,,
OG2-N-2015-3,02/05/2015,OG2-N-29A,DTT,R,O417D14513,SA,F?,,,,,,,,,,,,,,,,,,,,Sabri,Jess,,
OG2-N-2015-3,02/05/2015,OG2-N-29B,DTT,N,O417D162AE,SA,M,Start of epididymal pouch developing,26.65,17.4,15.4,,,,,21,74,53,0,,,PT0141,,,,,Jess,Jess,Quite a fat DTT! Orange patch under chin to RHS.,
OG2-N-2015-3,02/05/2015,OG2-N-36A,LTG,N,O417D1458E,SA,M,Start of epididymal pouch developing,47.4,24.3,28.45,,,,,19,325,306,0,,,PT0140,,,T2269,Z0008,Jess,Jess,Ankle bands,
OG2-N-2015-3,02/05/2015,OG2-N-38B,BS,N,O417D114983,SA,M,Start of testes developing,35.5,22,17.1,,,,,21,89,68,24,,,PT0145,,,,,Jess,Jess,,
OG2-N-2015-3,02/05/2015,OG2-N-44B,BS,N,O417D157CA,SA,M,Start of epididymal pouch developing,38.45,24.75,23,,,,,20,117,97,12,,,PT0142,PP0066,,,,Jess,Jess,"Ventral streak, no head streak, pale tail tip",
OG2-N-2015-3,02/05/2015,OG2-N-45A,BS,N,O417D1598E,SA,F,Unperf,35.6,24,10.95,,,,,20,118,98,19,,,PT0144,PP0068,,T2331,Z0010,Jess,Jess,"Ventral streak, head streak faintly, pale tail tip",
OG2-N-2015-3,02/05/2015,OG2-N-46A,BS,N,O417D1615E,SA,M?,"No bare patch, poss. Start of epididymal pouch",35.45,21.05,12.35,,,,,21,106,85,29,,,PT0143,PP0067,,,Z0009,Jess,Jess,No streaks,
OG2-N-2015-3,02/05/2015,OG2-N-47A,LTG,N,O417D141F5,SA,M,Start of testes developing,47,24.9,27.4,,,,,20,332,312,0,,,PT0139,,,,,Jess,Jess,"Ankle bands, slight tuft to tail tip.",
OG2-N-2015-3,02/05/2015,OG2-N-47B,BS,N,O417D17467,A,F,Perf,36.35,24.05,10.5,,,,,20,104,84,34,,,PT0146,,,T2478,,Jess,Jess,Ventral streak and faint head streak,
OG2-N-2015-3,02/05/2015,OG2-N-9B,BS,R,O417D16O3E,A,M,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-4,03/05/2015,OG2-N-12A,BS,,,,,,,,,,,,,,,,,Attacked by ants-see general notes,,,,,,,,Alex,"RELEASED - Rat covered in ants and in a very poor way, released straight away but probably not long for this world.",
OG2-N-2015-4,03/05/2015,OG2-N-28A,BS,R,O417D12AE1,SA,?,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-4,03/05/2015,OG2-N-34A,BS,N,O417D165CC,SA,F,Unperf,36.6,20.95,10.1,,,,,20,93,73,16,,,PT0147,PP0069,PF0063,,,Jess,Jess,"Head streak, ventral brown ""O"" shaped ring of fur",
OG2-N-2015-4,03/05/2015,OG2-N-45A,BS,R,O417D1598E,SA,F,,,,,,,,,,,,,,,,,,,,Alex/Sabri,Phil,,
OG2-N-2015-4,03/05/2015,OG2-N-48B,BS,R,O417D17CF8,A,F,,,,,,,,,,,,,,,,,,,,Alex/Sabri,Phil,,
OG2-N-2015-5,04/05/2015,OG2-N-11A,BS,R,O41868F547,A,M,,,,,,,,,,,,,,,,,,,,Sabri,Jess,,
OG2-N-2015-5,04/05/2015,OG2-N-19B,BS,R,O417D13AD5,SA,F?,,,,,,,,,,,,,,,,,,,,Jess,Alex,,
OG2-N-2015-5,04/05/2015,OG2-N-20B,BS,N,O417D16AOD,SA,F,Unperf,35.65,23,9.85,,,,,19,85,66,35,,,PT0150,PP0070,PF0065,,,Jess,Alex,Ventral  and head streak,
OG2-N-2015-5,04/05/2015,OG2-N-22A,LSQ,,,,,,,,,,,,,,,,,,"Dead in trap, apparently killed by fire ants.",,,,,,,Alex,OMIT Moved 2m,
OG2-N-2015-5,04/05/2015,OG2-N-23B,DTT,N,O417D163FF,A,F,"Perf, no mammae visible. Very plump, poss. Pregnant",24.2,16.4,6.2,,,,,20,67,47,0,,,PT0148,,PF0064,,,Jess,Alex,,
OG2-N-2015-5,04/05/2015,OG2-N-29B,BS,,,,,,,,,,,,,,,,,Attacked by ants - see main notes,,,,,,,,Alex,"RELEASED - Half dead from ant attack, released immediately.  Moved 1.5m",
OG2-N-2015-5,04/05/2015,OG2-N-30A,LGTRS,N,O417D12E1D,A,F,Perf,42.5,,,179.2,183.5,102.399553571429,36.5,20,187,167,0,Slight scrape to muzzle.,,,,,,,Jess,Alex,,
OG2-N-2015-5,04/05/2015,OG2-N-30B,WH,N,O417D13D4C,SA,F,Unperf,28,16.7,8.45,,,,,19,61,42,22,,,PT0151,PP0071,PF0066,,,Jess,Alex,,
OG2-N-2015-5,04/05/2015,OG2-N-31A,BS,R,O417D137O2,SA,M?,,,,,,,,,,,,,,,,,,,,Sabri,Alex,,
OG2-N-2015-5,04/05/2015,OG2-N-37A,BS,N,O41868E383,SA,M?,"No bare patch, possible swelling above anus",34.9,22.6,9.3,,,,,20,92,72,26,,,PT0149,,,,,,Sabri,,
OG2-N-2015-5,04/05/2015,OG2-N-41A,BS,R,O417D17A85,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-N-2015-5,04/05/2015,OG2-N-44A,BS,R,O417D157CA,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,,
OG2-N-2015-5,04/05/2015,OG2-N-9B,BS,R,O417D16O3E,A,M,,,,,,,,,,,,,,,,,,,,Sabri,Jess,,
OG2-N-2015-6,05/05/2015,OG2-N-10A,WH,,,,,,,,,,,,,,,,,,"Dead in trap, apparently killed by ants",,,,,,Sabri,Sabri,OMIT,
OG2-N-2015-6,05/05/2015,OG2-N-16B,LTG,N,O417D16E66,SA,F,"Unperf, bare patch",43,25.35,26.1,,,,,17,264,247,2,,,PT0157,,,,,Jess,Sabri,"Ankle bands, small tuft to end of tail",
OG2-N-2015-6,05/05/2015,OG2-N-18B,BS,N,O417D137BA,SA,M,"No testes, but large AGD and no evidence of any bare patch",36.4,23.4,18,,,,,19,92,73,29,,,PT0158,PP0073,,,,Jess,Jess,Ventral and head streaks,
OG2-N-2015-6,05/05/2015,OG2-N-20B,DTT,N,O417D17A22,SA,F,Unperf,25.1,15.8,9.3,,,,,60,65,45,0,,,PT0154,,PF0068,,,Jess,Jess,"Peculiar, and very noticeable orange-buff semi collar under neck.",
OG2-N-2015-6,05/05/2015,OG2-N-22B,DTT,R,O417D162AE,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-6,05/05/2015,OG2-N-30A,LTG,R,O417D1458E,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-6,05/05/2015,OG2-N-30B,WH,R,O417D13D4C,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,,
OG2-N-2015-6,05/05/2015,OG2-N-33B,BS,N,O417D177A2,SA,F,"Unperf, bare patch",36.6,25.35,10,,,,,20,121,101,41,Scrape to end of nose,,PT0159,PP0074,PF0069,,,Jess,Alex,No head streak. Ventral streak very faint and smudgy. No pale tail tip.,
OG2-N-2015-6,05/05/2015,OG2-N-35B,DTT,N,O417D16C48,SA,F,Unperf,26.1,15.4,6.05,,,,,20,67,47,0,,,PT0155,,,,,,Alex,,
