Unnamed: 0,date,trap_N,block,family,census,block_trap_census,plot
6688,2011-02-21,178,D,Staphylinidae,P1,D_178_P1,D
6689,2011-02-21,178,D,Staphylinidae,P1,D_178_P1,D
6690,2011-02-21,178,D,Staphylinidae,P1,D_178_P1,D
6691,2011-02-21,178,D,Staphylinidae,P1,D_178_P1,D
6692,2011-02-21,178,D,Staphylinidae,P1,D_178_P1,D
6693,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6694,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6695,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6696,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6697,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6698,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6699,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6700,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6701,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6702,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6703,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6704,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6705,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6706,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6707,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6708,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6709,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6710,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6711,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6712,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6713,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6714,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6715,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6716,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6717,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6718,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6719,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6720,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6721,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6722,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6723,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6724,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6725,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6726,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6727,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6728,2011-11-19,178,D,Staphylinidae,P2,D_178_P2,D
6729,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6730,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6731,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6732,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6733,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6734,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6735,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6736,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6737,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6738,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6739,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6740,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6741,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6742,2012-06-27,178,D,Staphylinidae,P3,D_178_P3,D
6743,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6744,2012-06-27,179,D,Dryopidae,P3,D_179_P3,D
6745,2012-06-27,179,D,Chrysomelidae,P3,D_179_P3,D
6746,2012-06-27,179,D,Curculionidae,P3,D_179_P3,D
6747,2012-06-27,179,D,Leiodidae,P3,D_179_P3,D
6748,2012-06-27,179,D,Leiodidae,P3,D_179_P3,D
6749,2012-06-27,179,D,Leiodidae,P3,D_179_P3,D
6750,2012-06-27,179,D,Leiodidae,P3,D_179_P3,D
6751,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6752,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6753,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6754,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6755,2012-06-27,179,D,Scarabaeidae,P3,D_179_P3,D
6756,2012-06-27,179,D,Curculionidae,P3,D_179_P3,D
6757,2012-06-27,179,D,Curculionidae,P3,D_179_P3,D
6758,2012-06-27,179,D,Curculionidae,P3,D_179_P3,D
6759,2012-06-27,179,D,Curculionidae,P3,D_179_P3,D
6772,2011-02-21,179,D,Dryopidae,P1,D_179_P1,D
6773,2011-02-21,179,D,Ptilodactylidae,P1,D_179_P1,D
6774,2011-02-21,179,D,Leiodidae,P1,D_179_P1,D
6775,2011-02-21,179,D,Carabidae,P1,D_179_P1,D
6776,2011-02-21,179,D,Curculionidae,P1,D_179_P1,D
6777,2011-02-21,179,D,Staphylinidae,P1,D_179_P1,D
6778,2011-02-21,179,D,Staphylinidae,P1,D_179_P1,D
6779,2011-02-21,179,D,Staphylinidae,P1,D_179_P1,D
6780,2011-02-21,179,D,Staphylinidae,P1,D_179_P1,D
6781,2011-02-21,179,D,Staphylinidae,P1,D_179_P1,D
6782,2011-11-19,179,D,Staphylinidae,P2,D_179_P2,D
6783,2011-11-19,179,D,Staphylinidae,P2,D_179_P2,D
6784,2011-11-19,179,D,Staphylinidae,P2,D_179_P2,D
6785,2011-11-19,179,D,Staphylinidae,P2,D_179_P2,D
6786,2011-11-19,179,D,Staphylinidae,P2,D_179_P2,D
6787,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6788,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6789,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6790,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6791,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6792,2012-06-27,179,D,Staphylinidae,P3,D_179_P3,D
6793,2012-06-27,180,D,Leptodiridae,P3,D_180_P3,D
6794,2012-06-27,180,D,Biphyllidae,P3,D_180_P3,D
6795,2012-06-27,180,D,Biphyllidae,P3,D_180_P3,D
6796,2012-06-27,180,D,Biphyllidae,P3,D_180_P3,D
6797,2012-06-27,180,D,Biphyllidae,P3,D_180_P3,D
6798,2012-06-27,180,D,Phalacridae,P3,D_180_P3,D
6799,2012-06-27,180,D,Curculionidae,P3,D_180_P3,D
6800,2012-06-27,180,D,Curculionidae,P3,D_180_P3,D
6801,2012-06-27,180,D,Curculionidae,P3,D_180_P3,D
6809,2011-11-19,180,D,Chrysomelidae,P2,D_180_P2,D
6810,2011-11-19,180,D,Curculionidae,P2,D_180_P2,D
6811,2011-11-19,180,D,Curculionidae,P2,D_180_P2,D
6812,2011-11-19,180,D,Scarabaeidae,P2,D_180_P2,D
6813,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6814,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6815,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6816,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6817,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6818,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6819,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6820,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6821,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6822,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6823,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6824,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6825,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6826,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6827,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6828,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6829,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6830,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6831,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6832,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6833,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6834,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6835,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6836,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6837,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6838,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6839,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6840,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6841,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6842,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6843,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6844,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6845,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6846,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6847,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6848,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6849,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6850,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6851,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6852,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6853,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6854,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6855,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6856,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6857,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6858,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6859,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6860,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6861,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6862,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6863,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6864,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6865,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6866,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6867,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6868,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6869,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6870,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6871,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6872,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6873,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6874,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6875,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6876,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6877,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6878,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6879,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6880,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6881,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6882,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6883,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6884,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6885,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6886,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6887,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6888,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6889,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6890,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6891,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6892,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6893,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6894,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6895,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6896,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6897,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6898,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6899,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6900,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6901,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6902,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6903,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6904,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6905,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6906,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6907,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6908,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6909,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6910,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6911,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6912,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6913,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6914,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6915,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6916,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6917,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6918,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6919,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6920,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6921,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6922,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6923,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6924,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6925,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6926,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6927,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6928,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6929,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6930,2011-11-19,180,D,Staphylinidae,P2,D_180_P2,D
6931,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6932,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6933,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6934,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6935,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6936,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6937,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6938,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6939,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6940,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6941,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6942,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6943,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6944,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6945,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6946,2012-06-27,180,D,Staphylinidae,P3,D_180_P3,D
6947,2012-07-12,181,D,Nitidulidae,P3,D_181_P3,D
6948,2012-07-12,181,D,Ptilodactylidae,P3,D_181_P3,D
6949,2012-07-12,181,D,Anthicidae,P3,D_181_P3,D
6950,2012-07-12,181,D,Leiodidae,P3,D_181_P3,D
6951,2012-07-12,181,D,Biphyllidae,P3,D_181_P3,D
6952,2012-07-12,181,D,Nitidulidae,P3,D_181_P3,D
6953,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6954,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6955,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6956,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6957,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6958,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6959,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6960,2012-07-12,181,D,Staphylinidae,P3,D_181_P3,D
6961,2012-07-12,182,D,Tenebrionidae,P3,D_182_P3,D
6964,2012-07-12,182,D,Curculionidae,P3,D_182_P3,D
6965,2011-11-29,182,D,Scarabaeidae,P2,D_182_P2,D
6966,2011-11-29,182,D,Staphylinidae,P2,D_182_P2,D
6967,2011-11-29,182,D,Biphyllidae,P2,D_182_P2,D
6968,2011-11-29,182,D,Chrysomelidae,P2,D_182_P2,D
6969,2011-11-29,182,D,Ptilodactylidae,P2,D_182_P2,D
6970,2011-11-29,182,D,Staphylinidae,P2,D_182_P2,D
6971,2011-11-29,182,D,Staphylinidae,P2,D_182_P2,D
6972,2011-11-29,182,D,Staphylinidae,P2,D_182_P2,D
6973,2012-07-12,182,D,Staphylinidae,P3,D_182_P3,D
6974,2012-07-12,182,D,Staphylinidae,P3,D_182_P3,D
6975,2012-07-12,182,D,Staphylinidae,P3,D_182_P3,D
6976,2012-07-12,182,D,Staphylinidae,P3,D_182_P3,D
6977,2012-07-12,182,D,Staphylinidae,P3,D_182_P3,D
6978,2011-11-29,183,D,Mordelidae,P2,D_183_P2,D
6979,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6980,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6981,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6982,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6983,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6984,2011-11-29,183,D,Staphylinidae,P2,D_183_P2,D
6985,2012-07-12,183,D,Staphylinidae,P3,D_183_P3,D
6986,2012-07-12,184,D,Nitidulidae,P3,D_184_P3,D
6988,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6989,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6990,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6991,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6992,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6993,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6994,2011-03-06,184,D,Curculionidae,P1,D_184_P1,D
6995,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
6996,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
6997,2011-03-06,184,D,Biphyllidae,P1,D_184_P1,D
6998,2011-03-06,184,D,Nitidulidae,P1,D_184_P1,D
6999,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7000,2011-03-06,184,D,Ptilidae,P1,D_184_P1,D
7001,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7002,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7003,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7004,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7005,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7006,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7007,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7008,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7009,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7010,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7011,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7012,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7013,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7014,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7015,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7016,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7017,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7018,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7019,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7020,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7021,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7022,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7023,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7024,2011-03-06,184,D,Staphylinidae,P1,D_184_P1,D
7025,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7026,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7027,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7028,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7029,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7030,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7031,2011-11-29,184,D,Staphylinidae,P2,D_184_P2,D
7032,2012-07-12,184,D,Staphylinidae,P3,D_184_P3,D
7033,2012-07-12,184,D,Staphylinidae,P3,D_184_P3,D
7034,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7035,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7036,2012-07-12,185,D,Curculionidae,P3,D_185_P3,D
7040,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7041,2011-03-06,185,D,Scarabaeidae,P1,D_185_P1,D
7042,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7043,2011-03-06,185,D,Leiodidae,P1,D_185_P1,D
7044,2011-03-06,185,D,Leiodidae,P1,D_185_P1,D
7045,2011-03-06,185,D,Biphyllidae,P1,D_185_P1,D
7046,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7047,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7048,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7049,2011-11-29,185,D,Scarabaeidae,P2,D_185_P2,D
7050,2011-11-29,185,D,Scarabaeidae,P2,D_185_P2,D
7051,2011-11-29,185,D,Carabidae,P2,D_185_P2,D
7052,2011-11-29,185,D,Staphylinidae,P2,D_185_P2,D
7053,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7054,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7055,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7056,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7057,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7058,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7059,2011-03-06,185,D,Staphylinidae,P1,D_185_P1,D
7060,2011-11-29,185,D,Staphylinidae,P2,D_185_P2,D
7061,2011-11-29,185,D,Staphylinidae,P2,D_185_P2,D
7062,2011-11-29,185,D,Staphylinidae,P2,D_185_P2,D
7063,2011-11-29,185,D,Staphylinidae,P2,D_185_P2,D
7064,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7065,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7066,2012-07-12,185,D,Staphylinidae,P3,D_185_P3,D
7067,2012-07-12,186,D,Carabidae,P3,D_186_P3,D
7068,2012-07-12,186,D,Cerambycidae,P3,D_186_P3,D
7071,2011-11-29,186,D,Staphylinidae,P2,D_186_P2,D
7072,2011-11-29,186,D,Staphylinidae,P2,D_186_P2,D
7073,2011-11-29,186,D,Staphylinidae,P2,D_186_P2,D
7074,2011-11-29,186,D,Staphylinidae,P2,D_186_P2,D
7076,2011-03-06,187,D,Corylophidae,P1,D_187_P1,D
7077,2011-11-29,187,D,Curculionidae,P2,D_187_P2,D
7078,2011-11-29,187,D,Curculionidae,P2,D_187_P2,D
7079,2011-11-29,187,D,Nitidulidae,P2,D_187_P2,D
7080,2011-03-06,187,D,Ptilidae,P1,D_187_P1,D
7081,2011-03-06,187,D,Ptilidae,P1,D_187_P1,D
7082,2011-03-06,187,D,Staphylinidae,P1,D_187_P1,D
7083,2011-03-06,187,D,Staphylinidae,P1,D_187_P1,D
7084,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7085,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7086,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7087,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7088,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7089,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7090,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7091,2011-11-29,187,D,Staphylinidae,P2,D_187_P2,D
7092,2012-07-12,188,D,Carabidae,P3,D_188_P3,D
7093,2012-07-12,188,D,Hybosoridae,P3,D_188_P3,D
7094,2012-07-12,188,D,Curculionidae,P3,D_188_P3,D
7096,2011-03-06,188,D,Curculionidae,P1,D_188_P1,D
7097,2011-03-06,188,D,Curculionidae,P1,D_188_P1,D
7098,2011-03-06,188,D,Curculionidae,P1,D_188_P1,D
7099,2011-03-06,188,D,Curculionidae,P1,D_188_P1,D
7100,2011-03-06,188,D,Curculionidae,P1,D_188_P1,D
7101,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7102,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7103,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7104,2011-11-29,188,D,Nitidulidae,P2,D_188_P2,D
7105,2011-11-29,188,D,Curculionidae,P2,D_188_P2,D
7106,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7107,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7108,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7109,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7110,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7111,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7112,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7113,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7114,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7115,2011-03-06,188,D,Staphylinidae,P1,D_188_P1,D
7116,2011-11-29,188,D,Staphylinidae,P2,D_188_P2,D
7117,2012-07-12,189,D,Carabidae,P3,D_189_P3,D
7118,2012-07-12,189,D,Biphyllidae,P3,D_189_P3,D
7119,2012-07-12,189,D,Scarabaeidae,P3,D_189_P3,D
7120,2012-07-12,189,D,Scarabaeidae,P3,D_189_P3,D
7121,2012-07-12,189,D,Curculionidae,P3,D_189_P3,D
7122,2012-07-12,189,D,Curculionidae,P3,D_189_P3,D
7123,2012-07-12,189,D,Chrysomelidae,P3,D_189_P3,D
7124,2012-07-12,189,D,Phalacridae,P3,D_189_P3,D
7125,2012-07-12,189,D,Staphylinidae,P3,D_189_P3,D
7126,2011-11-29,189,D,Nitidulidae,P2,D_189_P2,D
7127,2011-11-29,189,D,Ptilodactylidae,P2,D_189_P2,D
