"","date","trap_N","block","family"
"4159","07/03/11",125,"C","Staphylinidae"
"4160","07/03/11",125,"C","Staphylinidae"
"4161","07/03/11",125,"C","Staphylinidae"
"4162","07/03/11",125,"C","Staphylinidae"
"4163","07/03/11",125,"C","Staphylinidae"
"4164","07/03/11",125,"C","Staphylinidae"
"4165","07/03/11",125,"C","Staphylinidae"
"4166","07/03/11",125,"C","Staphylinidae"
"4167","07/03/11",125,"C","Staphylinidae"
"4168","07/03/11",125,"C","Staphylinidae"
"4169","07/03/11",125,"C","Staphylinidae"
"4170","07/03/11",125,"C","Staphylinidae"
"4171","07/03/11",125,"C","Staphylinidae"
"4172","07/03/11",125,"C","Staphylinidae"
"4173","07/03/11",125,"C","Staphylinidae"
"4174","07/03/11",125,"C","Staphylinidae"
"4175","07/03/11",125,"C","Staphylinidae"
"4176","29/06/12",125,"C","Staphylinidae"
"4177","29/06/12",125,"C","Staphylinidae"
"4178","29/06/12",125,"C","Staphylinidae"
"4179","29/06/12",125,"C","Staphylinidae"
"4180","29/06/12",125,"C","Staphylinidae"
"4181","29/06/12",125,"C","Staphylinidae"
"4182","29/06/12",125,"C","Staphylinidae"
"4183","29/06/12",125,"C","Staphylinidae"
"4184","29/06/12",125,"C","Staphylinidae"
"4185","29/06/12",125,"C","Staphylinidae"
"4186","29/06/12",125,"C","Staphylinidae"
"4187","29/06/12",125,"C","Staphylinidae"
"4188","29/06/12",125,"C","Staphylinidae"
"4189","29/06/12",125,"C","Staphylinidae"
"4190","29/06/12",125,"C","Staphylinidae"
"4191","29/06/12",125,"C","Staphylinidae"
"4192","27/11/11",126,"C","Curculionidae"
"4193","27/11/11",126,"C","Leptodiridae"
"4194","27/11/11",126,"C","Leiodidae"
"4195","29/06/12",126,"C","Staphylinidae"
"4196","29/06/12",126,"C","Staphylinidae"
"4197","07/03/11",127,"C","Hybosoridae"
"4198","29/06/12",127,"C","Carabidae"
"4199","29/06/12",127,"C","Chrysomelidae"
"4200","29/06/12",127,"C","Staphylinidae"
"4201","29/06/12",127,"C","Staphylinidae"
"4202","29/06/12",127,"C","Staphylinidae"
"4203","29/06/12",127,"C","Staphylinidae"
"4204","29/06/12",127,"C","Staphylinidae"
"4205","29/06/12",127,"C","Staphylinidae"
"4206","29/06/12",127,"C","Staphylinidae"
"4207","29/06/12",127,"C","Curculionidae"
"4208","29/06/12",127,"C","Curculionidae"
"4209","27/11/11",127,"C","Curculionidae"
"4210","27/11/11",127,"C","Scarabaeidae"
"4211","07/03/11",127,"C","Leiodidae"
"4212","07/03/11",127,"C","Leiodidae"
"4213","07/03/11",127,"C","Leiodidae"
"4214","07/03/11",127,"C","Leiodidae"
"4215","07/03/11",127,"C","Leiodidae"
"4216","07/03/11",127,"C","Leiodidae"
"4217","07/03/11",127,"C","Ptilidae"
"4218","07/03/11",127,"C","Staphylinidae"
"4219","07/03/11",127,"C","Staphylinidae"
"4220","07/03/11",127,"C","Biphyllidae"
"4221","07/03/11",127,"C","Curculionidae"
"4222","07/03/11",127,"C","Staphylinidae"
"4223","07/03/11",127,"C","Staphylinidae"
"4224","07/03/11",127,"C","Staphylinidae"
"4225","07/03/11",127,"C","Staphylinidae"
"4226","07/03/11",127,"C","Staphylinidae"
"4227","07/03/11",127,"C","Staphylinidae"
"4228","07/03/11",127,"C","Staphylinidae"
"4229","07/03/11",127,"C","Staphylinidae"
"4230","07/03/11",127,"C","Staphylinidae"
"4231","07/03/11",127,"C","Staphylinidae"
"4232","07/03/11",127,"C","Staphylinidae"
"4233","07/03/11",127,"C","Staphylinidae"
"4234","07/03/11",127,"C","Staphylinidae"
"4235","07/03/11",127,"C","Staphylinidae"
"4236","07/03/11",127,"C","Staphylinidae"
"4237","07/03/11",127,"C","Staphylinidae"
"4238","07/03/11",127,"C","Staphylinidae"
"4239","07/03/11",127,"C","Staphylinidae"
"4240","07/03/11",127,"C","Staphylinidae"
"4241","07/03/11",127,"C","Staphylinidae"
"4242","07/03/11",127,"C","Staphylinidae"
"4243","07/03/11",127,"C","Staphylinidae"
"4244","07/03/11",127,"C","Staphylinidae"
"4245","07/03/11",127,"C","Staphylinidae"
"4246","07/03/11",127,"C","Staphylinidae"
"4247","07/03/11",127,"C","Staphylinidae"
"4248","29/06/12",127,"C","Staphylinidae"
"4249","29/06/12",127,"C","Staphylinidae"
"4250","29/06/12",127,"C","Staphylinidae"
"4251","29/06/12",127,"C","Staphylinidae"
"4252","29/06/12",128,"C","Chrysomelidae"
"4253","29/06/12",128,"C","Nitidulidae"
"4254","29/06/12",128,"C","Scarabaeidae"
"4255","29/06/12",128,"C","Staphylinidae"
"4256","29/06/12",128,"C","Staphylinidae"
"4257","29/06/12",128,"C","Carabidae"
"4258","29/06/12",128,"C","Limnichidae"
"4259","29/06/12",128,"C","Scirtidae"
"4260","29/06/12",128,"C","Scirtidae"
"4261","29/06/12",128,"C","Biphyllidae"
"4262","29/06/12",128,"C","Nitidulidae"
"4263","29/06/12",128,"C","Staphylinidae"
"4264","29/06/12",128,"C","Curculionidae"
"4265","29/06/12",128,"C","Curculionidae"
"4266","29/06/12",128,"C","Curculionidae"
"4267","29/06/12",128,"C","Curculionidae"
"4268","29/06/12",128,"C","Curculionidae"
"4269","29/06/12",128,"C","Curculionidae"
"4270","29/11/11",128,"C","Carabidae"
"4271","29/06/12",128,"C","Staphylinidae"
"4272","29/06/12",128,"C","Staphylinidae"
"4273","29/06/12",128,"C","Staphylinidae"
"4274","29/06/12",128,"C","Staphylinidae"
"4275","29/06/12",128,"C","Staphylinidae"
"4276","29/06/12",128,"C","Staphylinidae"
"4277","29/06/12",128,"C","Staphylinidae"
"4278","29/06/12",128,"C","Staphylinidae"
"4279","29/06/12",128,"C","Staphylinidae"
"4280","29/06/12",128,"C","Staphylinidae"
"4281","29/06/12",128,"C","Staphylinidae"
"4282","29/06/12",128,"C","Staphylinidae"
"4283","29/06/12",128,"C","Staphylinidae"
"4284","29/06/12",128,"C","Staphylinidae"
"4285","29/06/12",128,"C","Staphylinidae"
"4286","29/06/12",128,"C","Staphylinidae"
"4287","29/06/12",128,"C","Staphylinidae"
"4288","29/06/12",128,"C","Staphylinidae"
"4289","29/06/12",128,"C","Staphylinidae"
"4290","29/06/12",128,"C","Staphylinidae"
"4291","29/06/12",128,"C","Staphylinidae"
"4292","29/06/12",128,"C","Staphylinidae"
"4293","29/06/12",128,"C","Staphylinidae"
"4294","29/06/12",128,"C","Staphylinidae"
"4295","29/06/12",128,"C","Staphylinidae"
"4296","29/06/12",128,"C","Staphylinidae"
"4297","07/03/11",129,"C","Carabidae"
"4298","29/06/12",129,"C","Carabidae"
"4299","29/06/12",129,"C","Erotylidae"
"4300","29/06/12",129,"C","Nitidulidae"
"4301","29/06/12",129,"C","Biphyllidae"
"4302","29/06/12",129,"C","Nitidulidae"
"4303","29/06/12",129,"C","Erotylidae"
"4304","29/06/12",129,"C","Curculionidae"
"4305","29/06/12",129,"C","Curculionidae"
"4306","29/06/12",129,"C","Curculionidae"
"4307","27/11/11",129,"C","Scarabaeidae"
"4308","07/03/11",129,"C","Scarabaeidae"
"4309","07/03/11",129,"C","Scarabaeidae"
"4310","07/03/11",129,"C","Scarabaeidae"
"4311","07/03/11",129,"C","Hybosoridae"
"4312","07/03/11",129,"C","Hybosoridae"
"4313","07/03/11",129,"C","Hybosoridae"
"4314","07/03/11",129,"C","Hybosoridae"
"4315","07/03/11",129,"C","Carabidae"
"4316","07/03/11",129,"C","Carabidae"
"4317","07/03/11",129,"C","Carabidae"
"4318","07/03/11",129,"C","Carabidae"
"4319","07/03/11",129,"C","Carabidae"
"4320","07/03/11",129,"C","Carabidae"
"4321","07/03/11",129,"C","Carabidae"
"4322","07/03/11",129,"C","Carabidae"
"4323","07/03/11",129,"C","Carabidae"
"4324","07/03/11",129,"C","Curculionidae"
"4325","07/03/11",129,"C","Curculionidae"
"4326","07/03/11",129,"C","Curculionidae"
"4327","07/03/11",129,"C","Curculionidae"
"4328","07/03/11",129,"C","Biphyllidae"
"4329","07/03/11",129,"C","Staphylinidae"
"4330","07/03/11",129,"C","Staphylinidae"
"4331","07/03/11",129,"C","Silvanidae"
"4332","07/03/11",129,"C","Leiodidae"
"4333","07/03/11",129,"C","Ptilidae"
"4334","07/03/11",129,"C","Hydrophilidae"
"4335","07/03/11",129,"C","Silvanidae"
"4336","07/03/11",129,"C","Staphylinidae"
"4337","07/03/11",129,"C","Staphylinidae"
"4338","07/03/11",129,"C","Staphylinidae"
"4339","07/03/11",129,"C","Staphylinidae"
"4340","07/03/11",129,"C","Staphylinidae"
"4341","07/03/11",129,"C","Staphylinidae"
"4342","07/03/11",129,"C","Staphylinidae"
"4343","07/03/11",129,"C","Staphylinidae"
"4344","07/03/11",129,"C","Staphylinidae"
"4345","07/03/11",129,"C","Staphylinidae"
"4346","07/03/11",129,"C","Staphylinidae"
"4347","07/03/11",129,"C","Staphylinidae"
"4348","07/03/11",129,"C","Staphylinidae"
"4349","07/03/11",129,"C","Staphylinidae"
"4350","07/03/11",129,"C","Staphylinidae"
"4351","07/03/11",129,"C","Staphylinidae"
"4352","07/03/11",129,"C","Staphylinidae"
"4353","07/03/11",129,"C","Staphylinidae"
"4354","07/03/11",129,"C","Staphylinidae"
"4355","07/03/11",129,"C","Staphylinidae"
"4356","07/03/11",129,"C","Staphylinidae"
"4357","07/03/11",129,"C","Staphylinidae"
"4358","07/03/11",129,"C","Staphylinidae"
"4359","07/03/11",129,"C","Staphylinidae"
"4360","07/03/11",129,"C","Staphylinidae"
"4361","07/03/11",129,"C","Staphylinidae"
"4362","07/03/11",129,"C","Staphylinidae"
"4363","07/03/11",129,"C","Staphylinidae"
"4364","07/03/11",129,"C","Staphylinidae"
"4365","07/03/11",129,"C","Staphylinidae"
"4366","07/03/11",129,"C","Staphylinidae"
"4367","07/03/11",129,"C","Staphylinidae"
"4368","07/03/11",129,"C","Staphylinidae"
"4369","07/03/11",129,"C","Staphylinidae"
"4370","07/03/11",129,"C","Staphylinidae"
"4371","07/03/11",129,"C","Staphylinidae"
"4372","07/03/11",129,"C","Staphylinidae"
"4373","07/03/11",129,"C","Staphylinidae"
"4374","07/03/11",129,"C","Staphylinidae"
"4375","07/03/11",129,"C","Staphylinidae"
"4376","07/03/11",129,"C","Staphylinidae"
"4377","07/03/11",129,"C","Staphylinidae"
"4378","29/06/12",129,"C","Staphylinidae"
"4379","29/06/12",129,"C","Staphylinidae"
"4380","29/06/12",129,"C","Staphylinidae"
"4381","29/06/12",129,"C","Staphylinidae"
"4382","29/06/12",129,"C","Staphylinidae"
"4383","29/06/12",129,"C","Staphylinidae"
"4384","29/06/12",129,"C","Staphylinidae"
"4385","29/06/12",129,"C","Staphylinidae"
"4386","29/06/12",129,"C","Staphylinidae"
"4387","29/06/12",129,"C","Staphylinidae"
"4388","29/06/12",129,"C","Staphylinidae"
"4389","29/06/12",129,"C","Staphylinidae"
"4390","29/06/12",129,"C","Staphylinidae"
"4391","29/06/12",129,"C","Staphylinidae"
"4392","29/06/12",129,"C","Staphylinidae"
"4393","29/06/12",129,"C","Staphylinidae"
"4394","29/06/12",129,"C","Staphylinidae"
"4395","29/06/12",129,"C","Staphylinidae"
"4396","29/06/12",129,"C","Staphylinidae"
"4397","29/06/12",129,"C","Staphylinidae"
"4398","29/06/12",129,"C","Staphylinidae"
"4399","29/06/12",129,"C","Staphylinidae"
"4400","29/06/12",129,"C","Staphylinidae"
"4401","29/06/12",129,"C","Staphylinidae"
"4402","29/06/12",129,"C","Staphylinidae"
"4403","29/06/12",129,"C","Staphylinidae"
"4404","29/06/12",129,"C","Staphylinidae"
"4405","29/06/12",129,"C","Staphylinidae"
"4406","29/06/12",129,"C","Staphylinidae"
"4407","29/06/12",129,"C","Staphylinidae"
"4408","29/06/12",129,"C","Staphylinidae"
"4409","29/06/12",129,"C","Staphylinidae"
"4410","29/06/12",130,"C","Biphyllidae"
"4411","29/06/12",130,"C","Biphyllidae"
"4412","29/06/12",130,"C","Biphyllidae"
"4413","29/06/12",130,"C","Biphyllidae"
"4414","29/06/12",130,"C","Biphyllidae"
"4415","29/06/12",130,"C","Biphyllidae"
"4416","29/06/12",130,"C","Biphyllidae"
"4417","29/06/12",130,"C","Biphyllidae"
"4418","29/06/12",130,"C","Biphyllidae"
"4419","29/06/12",130,"C","Biphyllidae"
"4420","29/06/12",130,"C","Biphyllidae"
"4421","29/06/12",130,"C","Biphyllidae"
"4422","29/06/12",130,"C","Biphyllidae"
"4423","29/06/12",130,"C","Curculionidae"
"4424","29/06/12",130,"C","Curculionidae"
"4425","29/06/12",130,"C","Curculionidae"
"4426","29/06/12",130,"C","Curculionidae"
"4427","29/06/12",130,"C","Curculionidae"
"4428","29/06/12",130,"C","Curculionidae"
"4429","29/06/12",130,"C","Curculionidae"
"4430","29/06/12",130,"C","Leiodidae"
"4431","29/06/12",130,"C","Nitidulidae"
"4432","29/06/12",130,"C","Staphylinidae"
"4433","07/03/11",130,"C","Carabidae"
"4434","07/03/11",130,"C","Carabidae"
"4435","07/03/11",130,"C","Carabidae"
"4436","07/03/11",130,"C","Carabidae"
"4437","07/03/11",130,"C","Carabidae"
"4438","07/03/11",130,"C","Carabidae"
"4439","07/03/11",130,"C","Carabidae"
"4440","07/03/11",130,"C","Carabidae"
"4441","07/03/11",130,"C","Bostrichidae"
"4442","07/03/11",130,"C","Staphylinidae"
"4443","07/03/11",130,"C","Staphylinidae"
"4444","07/03/11",130,"C","Staphylinidae"
"4445","07/03/11",130,"C","Curculionidae"
"4446","07/03/11",130,"C","Hydrophilidae"
"4447","07/03/11",130,"C","Hydrophilidae"
"4448","07/03/11",130,"C","Hydrophilidae"
"4449","07/03/11",130,"C","Leiodidae"
"4450","07/03/11",130,"C","Leiodidae"
"4451","07/03/11",130,"C","Staphylinidae"
"4452","07/03/11",130,"C","Staphylinidae"
"4453","07/03/11",130,"C","Staphylinidae"
"4454","07/03/11",130,"C","Staphylinidae"
"4455","07/03/11",130,"C","Biphyllidae"
"4456","07/03/11",130,"C","Biphyllidae"
"4457","07/03/11",130,"C","Biphyllidae"
"4458","07/03/11",130,"C","Biphyllidae"
"4459","07/03/11",130,"C","Silvanidae"
"4460","07/03/11",130,"C","Silvanidae"
"4461","07/03/11",130,"C","Staphylinidae"
"4462","07/03/11",130,"C","Curculionidae"
"4463","27/11/11",130,"C","Chrysomelidae"
"4464","27/11/11",130,"C","Scarabaeidae"
"4465","27/11/11",130,"C","Scarabaeidae"
"4466","27/11/11",130,"C","Scarabaeidae"
"4467","27/11/11",130,"C","Scarabaeidae"
"4468","27/11/11",130,"C","Histeridae"
"4469","27/11/11",130,"C","Leiodidae"
"4470","07/03/11",130,"C","Staphylinidae"
"4471","07/03/11",130,"C","Staphylinidae"
"4472","07/03/11",130,"C","Staphylinidae"
"4473","07/03/11",130,"C","Staphylinidae"
"4474","07/03/11",130,"C","Staphylinidae"
"4475","07/03/11",130,"C","Staphylinidae"
"4476","07/03/11",130,"C","Staphylinidae"
"4477","07/03/11",130,"C","Staphylinidae"
"4478","07/03/11",130,"C","Staphylinidae"
"4479","07/03/11",130,"C","Staphylinidae"
"4480","07/03/11",130,"C","Staphylinidae"
"4481","07/03/11",130,"C","Staphylinidae"
"4482","07/03/11",130,"C","Staphylinidae"
"4483","07/03/11",130,"C","Staphylinidae"
"4484","07/03/11",130,"C","Staphylinidae"
"4485","07/03/11",130,"C","Staphylinidae"
"4486","07/03/11",130,"C","Staphylinidae"
"4487","07/03/11",130,"C","Staphylinidae"
"4488","07/03/11",130,"C","Staphylinidae"
"4489","07/03/11",130,"C","Staphylinidae"
"4490","07/03/11",130,"C","Staphylinidae"
"4491","07/03/11",130,"C","Staphylinidae"
"4492","07/03/11",130,"C","Staphylinidae"
"4493","07/03/11",130,"C","Staphylinidae"
"4494","07/03/11",130,"C","Staphylinidae"
"4495","07/03/11",130,"C","Staphylinidae"
"4496","07/03/11",130,"C","Staphylinidae"
"4497","07/03/11",130,"C","Staphylinidae"
"4498","07/03/11",130,"C","Staphylinidae"
"4499","07/03/11",130,"C","Staphylinidae"
"4500","07/03/11",130,"C","Staphylinidae"
"4501","07/03/11",130,"C","Staphylinidae"
"4502","07/03/11",130,"C","Staphylinidae"
"4503","07/03/11",130,"C","Staphylinidae"
"4504","07/03/11",130,"C","Staphylinidae"
"4505","07/03/11",130,"C","Staphylinidae"
"4506","07/03/11",130,"C","Staphylinidae"
"4507","07/03/11",130,"C","Staphylinidae"
"4508","07/03/11",130,"C","Staphylinidae"
"4509","07/03/11",130,"C","Staphylinidae"
"4510","07/03/11",130,"C","Staphylinidae"
"4511","07/03/11",130,"C","Staphylinidae"
"4512","07/03/11",130,"C","Staphylinidae"
"4513","07/03/11",130,"C","Staphylinidae"
"4514","07/03/11",130,"C","Staphylinidae"
"4515","07/03/11",130,"C","Staphylinidae"
"4516","07/03/11",130,"C","Staphylinidae"
"4517","07/03/11",130,"C","Staphylinidae"
"4518","07/03/11",130,"C","Staphylinidae"
"4519","07/03/11",130,"C","Staphylinidae"
"4520","07/03/11",130,"C","Staphylinidae"
"4521","07/03/11",130,"C","Staphylinidae"
"4522","07/03/11",130,"C","Staphylinidae"
"4523","07/03/11",130,"C","Staphylinidae"
"4524","07/03/11",130,"C","Staphylinidae"
"4525","07/03/11",130,"C","Staphylinidae"
"4526","07/03/11",130,"C","Staphylinidae"
"4527","07/03/11",130,"C","Staphylinidae"
"4528","07/03/11",130,"C","Staphylinidae"
"4529","07/03/11",130,"C","Staphylinidae"
"4530","07/03/11",130,"C","Staphylinidae"
"4531","07/03/11",130,"C","Staphylinidae"
"4532","29/06/12",130,"C","Staphylinidae"
"4533","29/06/12",130,"C","Staphylinidae"
"4534","29/06/12",130,"C","Staphylinidae"
"4535","29/06/12",130,"C","Staphylinidae"
"4536","29/06/12",130,"C","Staphylinidae"
"4537","29/06/12",130,"C","Staphylinidae"
"4538","29/06/12",130,"C","Staphylinidae"
"4539","29/06/12",130,"C","Staphylinidae"
"4540","29/06/12",130,"C","Staphylinidae"
"4541","29/06/12",130,"C","Staphylinidae"
"4542","29/06/12",130,"C","Staphylinidae"
"4543","29/06/12",130,"C","Staphylinidae"
"4544","29/06/12",130,"C","Staphylinidae"
"4545","29/06/12",130,"C","Staphylinidae"
"4546","29/06/12",130,"C","Staphylinidae"
"4547","29/06/12",130,"C","Staphylinidae"
"4548","29/06/12",130,"C","Staphylinidae"
"4549","29/06/12",130,"C","Staphylinidae"
"4550","29/06/12",130,"C","Staphylinidae"
"4551","29/06/12",130,"C","Staphylinidae"
"4552","29/06/12",130,"C","Staphylinidae"
"4553","29/06/12",131,"C","Scarabaeidae"
"4554","29/06/12",131,"C","Curculionidae"
"4555","29/06/12",131,"C","Curculionidae"
"4556","29/06/12",131,"C","Biphyllidae"
"4557","29/06/12",131,"C","Carabidae"
"4558","29/06/12",131,"C","Tenebrionidae"
"4559","29/06/12",131,"C","Hydrophilidae"
"4560","29/06/12",131,"C","Curculionidae"
"4561","29/06/12",131,"C","Curculionidae"
"4562","29/06/12",131,"C","Curculionidae"
"4563","29/06/12",131,"C","Curculionidae"
"4564","29/06/12",131,"C","Leiodidae"
"4565","29/06/12",131,"C","Curculionidae"
"4566","27/11/11",131,"C","Chrysomelidae"
"4567","27/11/11",131,"C","Elateridae"
"4568","27/11/11",131,"C","Eucnemidae"
"4569","27/11/11",131,"C","Scarabaeidae"
"4570","27/11/11",131,"C","Scarabaeidae"
"4571","27/11/11",131,"C","Curculionidae"
"4572","27/11/11",131,"C","Curculionidae"
"4573","29/06/12",131,"C","Staphylinidae"
"4574","29/06/12",131,"C","Staphylinidae"
"4575","29/06/12",131,"C","Staphylinidae"
"4576","29/06/12",131,"C","Staphylinidae"
"4577","29/06/12",131,"C","Staphylinidae"
"4578","29/06/12",131,"C","Staphylinidae"
"4579","29/06/12",131,"C","Staphylinidae"
"4580","29/06/12",131,"C","Staphylinidae"
"4581","29/06/12",131,"C","Staphylinidae"
"4582","29/06/12",131,"C","Staphylinidae"
"4583","29/06/12",131,"C","Staphylinidae"
"4584","29/06/12",131,"C","Staphylinidae"
"4585","29/06/12",131,"C","Staphylinidae"
"4586","29/06/12",131,"C","Staphylinidae"
"4587","29/06/12",131,"C","Staphylinidae"
"4588","29/06/12",131,"C","Staphylinidae"
"4589","29/06/12",131,"C","Staphylinidae"
"4590","29/06/12",131,"C","Staphylinidae"
"4591","29/06/12",131,"C","Staphylinidae"
"4592","29/06/12",131,"C","Staphylinidae"
"4593","29/06/12",132,"C","Cerambycidae"
"4594","29/06/12",132,"C","Scarabaeidae"
"4595","29/06/12",132,"C","Scarabaeidae"
"4596","29/06/12",132,"C","Nitidulidae"
"4597","29/06/12",132,"C","Dytiscidae"
"4598","29/06/12",132,"C","Curculionidae"
"4599","29/06/12",132,"C","Curculionidae"
"4600","29/06/12",132,"C","Curculionidae"
"4601","29/06/12",132,"C","Curculionidae"
"4602","27/11/11",132,"C","Staphylinidae"
"4603","29/06/12",132,"C","Staphylinidae"
"4604","29/06/12",132,"C","Staphylinidae"
"4605","29/06/12",132,"C","Staphylinidae"
"4606","29/06/12",132,"C","Staphylinidae"
"4607","29/06/12",132,"C","Staphylinidae"
"4608","29/06/12",132,"C","Staphylinidae"
"4609","29/06/12",132,"C","Staphylinidae"
"4610","29/06/12",132,"C","Staphylinidae"
"4611","29/06/12",132,"C","Staphylinidae"
"4612","13/07/12",133,"C","Tenebrionidae"
"4613","13/07/12",133,"C","Buprestidae"
"4614","13/07/12",133,"C","Nitidulidae"
"4615","13/07/12",133,"C","Nitidulidae"
"4616","13/07/12",133,"C","Nitidulidae"
"4617","13/07/12",133,"C","Nitidulidae"
"4618","13/07/12",133,"C","Nitidulidae"
"4619","13/07/12",133,"C","Nitidulidae"
"4620","13/07/12",133,"C","Nitidulidae"
"4621","13/07/12",133,"C","Nitidulidae"
"4622","13/07/12",133,"C","Nitidulidae"
"4623","13/07/12",133,"C","Nitidulidae"
"4624","13/07/12",133,"C","Nitidulidae"
"4625","13/07/12",133,"C","Nitidulidae"
"4626","13/07/12",133,"C","Curculionidae"
"4627","13/07/12",133,"C","Chrysomelidae"
"4628","13/07/12",133,"C","Staphylinidae"
"4629","13/07/12",133,"C","Staphylinidae"
"4630","07/03/13",133,"C","Scarabaeidae"
"4631","07/03/11",133,"C","Scarabaeidae"
"4632","07/03/11",133,"C","Scarabaeidae"
"4633","07/03/11",133,"C","Carabidae"
"4634","07/03/11",133,"C","Tenebrionidae"
"4635","27/11/11",133,"C","Leiodidae"
"4636","27/11/11",133,"C","Leiodidae"
"4637","27/11/11",133,"C","Curculionidae"
"4638","13/07/12",133,"C","Staphylinidae"
"4639","13/07/12",133,"C","Staphylinidae"
"4640","13/07/12",133,"C","Staphylinidae"
"4641","13/07/12",133,"C","Staphylinidae"
"4642","13/07/12",133,"C","Staphylinidae"
"4643","13/07/12",133,"C","Staphylinidae"
"4644","13/07/12",133,"C","Staphylinidae"
"4645","13/07/12",133,"C","Staphylinidae"
"4646","13/07/12",133,"C","Staphylinidae"
"4647","13/07/12",133,"C","Staphylinidae"
"4648","13/07/12",133,"C","Staphylinidae"
"4649","13/07/12",133,"C","Staphylinidae"
"4650","13/07/12",133,"C","Staphylinidae"
"4651","13/07/12",133,"C","Staphylinidae"
"4652","13/07/12",133,"C","Staphylinidae"
"4653","13/07/12",133,"C","Staphylinidae"
"4654","13/07/12",133,"C","Staphylinidae"
"4655","13/07/12",133,"C","Staphylinidae"
"4656","13/07/12",133,"C","Staphylinidae"
"4657","13/07/12",133,"C","Staphylinidae"
"4658","13/07/12",133,"C","Staphylinidae"
"4659","13/07/12",133,"C","Staphylinidae"
"4660","13/07/12",133,"C","Staphylinidae"
"4661","13/07/12",133,"C","Staphylinidae"
"4662","13/07/12",133,"C","Staphylinidae"
"4663","13/07/12",133,"C","Staphylinidae"
"4664","13/07/12",133,"C","Staphylinidae"
"4665","13/07/12",134,"C","Curculionidae"
"4666","13/07/12",134,"C","Curculionidae"
"4667","07/03/13",134,"C","Elateridae"
"4668","07/03/13",134,"C","Leptodiridae"
"4669","07/03/13",134,"C","Curculionidae"
"4670","13/07/12",135,"C","Carabidae"
"4671","13/07/12",135,"C","Curculionidae"
"4672","13/07/12",135,"C","Elateridae"
"4673","13/07/12",135,"C","Scraptiidae"
"4674","13/07/12",135,"C","Nitidulidae"
"4675","13/07/12",135,"C","Nitidulidae"
"4676","13/07/12",135,"C","Nitidulidae"
"4677","13/07/12",135,"C","Curculionidae"
"4678","13/07/12",135,"C","Curculionidae"
"4679","13/07/12",135,"C","Curculionidae"
"4680","13/07/12",135,"C","Curculionidae"
"4681","13/07/12",135,"C","Nitidulidae"
"4682","07/03/11",135,"C","Curculionidae"
"4683","07/03/11",135,"C","Curculionidae"
"4684","07/03/11",135,"C","Leptodiridae"
"4685","07/03/11",135,"C","Staphylinidae"
"4686","07/03/11",135,"C","Staphylinidae"
"4687","07/03/11",135,"C","Staphylinidae"
"4688","13/07/12",136,"C","Nitidulidae"
"4689","13/07/12",136,"C","Nitidulidae"
"4690","13/07/12",136,"C","Scarabaeidae"
"4691","07/03/13",136,"C","Chrysomelidae"
"4692","27/11/11",136,"C","Scarabaeidae"
"4693","13/07/12",136,"C","Staphylinidae"
"4694","13/07/12",136,"C","Staphylinidae"
"4695","13/07/12",136,"C","Staphylinidae"
"4696","13/07/12",137,"C","Curculionidae"
"4697","13/07/12",137,"C","Curculionidae"
"4698","27/11/11",137,"C","Tenebrionidae"
"4699","27/11/11",137,"C","Curculionidae"
"4700","27/11/11",137,"C","Curculionidae"
"4701","13/07/12",138,"C","Aderidae"
"4702","13/07/12",138,"C","Zopheridae"
"4703","13/07/12",138,"C","Biphyllidae"
"4704","13/07/12",138,"C","Curculionidae"
"4705","13/07/12",138,"C","Curculionidae"
"4706","13/07/12",138,"C","Curculionidae"
"4707","13/07/12",138,"C","Curculionidae"
"4708","13/07/12",138,"C","Curculionidae"
"4709","13/07/12",138,"C","Curculionidae"
"4710","13/07/12",138,"C","Curculionidae"
"4711","13/07/12",138,"C","Curculionidae"
"4712","13/07/12",138,"C","Curculionidae"
"4713","13/07/12",138,"C","Curculionidae"
"4714","07/03/13",138,"C","Biphyllidae"
"4715","07/03/13",138,"C","Staphylinidae"
"4716","07/03/13",138,"C","Scarabaeidae"
"4717","07/03/13",138,"C","Curculionidae"
"4718","27/11/11",138,"C","Attelabidae"
"4719","27/11/11",138,"C","Cerambycidae"
"4720","29/11/11",138,"C","Scarabaeidae"
"4721","29/11/11",138,"C","Scarabaeidae"
"4722","29/11/11",138,"C","Scarabaeidae"
"4723","29/11/11",138,"C","Scarabaeidae"
"4724","29/11/11",138,"C","Scarabaeidae"
"4725","29/11/11",138,"C","Scarabaeidae"
"4726","29/11/11",138,"C","Scarabaeidae"
"4727","29/11/11",138,"C","Scarabaeidae"
"4728","29/11/11",138,"C","Scarabaeidae"
"4729","29/11/11",138,"C","Scarabaeidae"
"4730","29/11/11",138,"C","Scarabaeidae"
"4731","29/11/11",138,"C","Scarabaeidae"
"4732","13/07/12",138,"C","Staphylinidae"
"4733","13/07/12",138,"C","Staphylinidae"
"4734","13/07/12",138,"C","Staphylinidae"
"4735","13/07/12",138,"C","Staphylinidae"
"4736","13/07/12",138,"C","Staphylinidae"
"4737","13/07/12",138,"C","Staphylinidae"
"4738","13/07/12",138,"C","Staphylinidae"
"4739","13/07/12",138,"C","Staphylinidae"
"4740","13/07/12",138,"C","Staphylinidae"
"4741","13/07/12",139,"C","Carabidae"
"4742","13/07/12",139,"C","Curculionidae"
"4743","13/07/12",139,"C","Curculionidae"
"4744","13/07/12",139,"C","Leiodidae"
"4745","13/07/12",139,"C","Nitidulidae"
