Occasion ,Date,Trap ID,Species,N/R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight (g),Gross Weight,Net Weight,Parasites,Fat Score,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Fur Sample ID,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Flagged
E10-1-2012-1,21/11/2012,E10-1-16A,MR,R,O4178164D2,SA,M?,,,,,,,,,,,,,,,,,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-5A,SS,R,O417818BAB,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-45A,WH,R,O4178C3F93,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,"Ollie's Team (Ling, Victor, Alex, Basri, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-3B,WH,R,O4178C439E,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-33B,SS,R,O4178C52A6,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,"James' Team (Mamat, Albert, James)",
E10-1-2012-1,21/11/2012,E10-1-26B,RS,R,O4178C623C,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,"James' Team (Mamat, Albert, James)",
E10-1-2012-1,21/11/2012,E10-1-5B,WH,R,O4178C76B2,A,M,,,,,,,,,,,,,,Stinging black ants in trap but seemed OK on release,,,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-30B,DTT,R,O4178C7983,SA?,F?,,,,,,,,,,,,,,,,,,,,,Ollie,"James' Team (Mamat, Albert, James)",
E10-1-2012-1,21/11/2012,E10-1-23A,WH,N,O417BD632F,A,M,Huge testes,28,16.4,18.3,,,,,21,68,47,21,,,,819,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-30A,LTG,N,O417BD64E5,A,F,,46.2,23.15,18,,,,,20,313,293,12,,,,815,,,,,Ollie,"James' Team (Mamat, Albert, James)",
E10-1-2012-1,21/11/2012,E10-1-2A,SS,N,O417BD65FB,A,F,,27.1,16.35,11.9,,,,,21,79,58,49,,,,818,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-7B,SS,N,O417BD6EB2,A,M,Small testes,25.9,16.1,11.9,,,,,21,75,54,34,,,,817,,,,,Ollie,"Ollie's Team (Basri, Victor, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-36B,MR,N,O417BD7EC7,SA,F,,38.2,18.1,15,,,,,20,121,101,45,,,,816,,,,,Ollie,"James' Team (Mamat, Albert, James)",
E10-1-2012-1,21/11/2012,E10-1-44A,WH,N,O417BD8D15,A,M,Huge testes,27.5,18.4,18.6,,,,,21,77,56,11,,,,820,,,,,Ollie,"Ollie's Team (Ling, Victor, Alex, Basri, Ollie)",
E10-1-2012-1,21/11/2012,E10-1-12B,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,"Ollie's Team (Basri, Victor, Ollie)",ESCAPED
E10-1-2012-2,22/11/2012,E10-1-8A,RS,R,O4178C3F18,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-2,22/11/2012,E10-1-5B,WH,R,O4178C439E,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-2,22/11/2012,E10-1-15A,WH,R,O4178C76B2,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-2,22/11/2012,E10-1-20B,SLTRS,N,O417BD5D3A,A,F,Nipples,37.05,,,131.9,167.6,,23.9,45,117,72,2,,,,,,,,,Ollie,James,
E10-1-2012-2,22/11/2012,E10-1-16A,DTT,N,O417BD68F9,A,M,Testes,24.35,15.9,18.7,,,,,20,79,59,7,,,,822,,,,,Ollie,Ollie,
E10-1-2012-2,22/11/2012,E10-1-32A,SS,N,O417BD7854,A,M,,26.05,16.35,14.2,,,,,20,84,64,3,,,,,,,,,Ollie,James,
E10-1-2012-2,22/11/2012,E10-1-18A,WH,N,O417BD7F8E,A,M,Large testes,27.15,17.45,16.9,,,,,21,75,54,29,,,,821,,,,,Ollie,James,
E10-1-2012-2,22/11/2012,E10-1-1B,SS,N,O417BD86B9,A,F,Perhaps vaginal slit opening visible. Line of no hair between external genitals and anus.,24.7,16.3,7.35,,,,,20,65,45,41,,,,824,,,,,Ollie,Ollie,
E10-1-2012-2,22/11/2012,E10-1-44B,WH,R,O417BD8D15,A,M,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-2,22/11/2012,E10-1-23A,DTT,N,O417BD9E81,J,F?,,23.75,13,4.4,,,,,20,41,21,3,,,,825,,,,,Ollie,James,
E10-1-2012-2,22/11/2012,E10-1-35B,WH,N,O417BD9FCA,A,M,Testes,25.75,17.1,15.1,,,,,20,69,49,38,,,,823,,,,,Ollie,Alex,
E10-1-2012-3,23/11/2012,E10-1-28A,CTRS,N,O41781BE19,A,F,,43,,,172.5,195.8,,36.3,45,245,200,,,,,,,,,,Ollie,Ollie,
E10-1-2012-3,23/11/2012,E10-1-45A,WH,R,O4178C3F93,A,F,,,,,,,,,,,,,,Only about 3cm of tail present and now stripped from door.,,,,,,,Ollie,James,
E10-1-2012-3,23/11/2012,E10-1-5A,SS,R,O4178C4AA2,A,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-3,23/11/2012,E10-1-36A,MR,R,O4178C5ABC,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-3,23/11/2012,E10-1-11A,DTT,R,O4178C5ACC,A,M,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-3,23/11/2012,E10-1-26B,RS,R,O4178C623C,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-3,23/11/2012,E10-1-26A,DTT,R,O4178C7983,SA?,F?,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-3,23/11/2012,E10-1-30B,LTG,R,O417BD64E5,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-3,23/11/2012,E10-1-7A,SS,R,O417BD65FB,A,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-3,23/11/2012,E10-1-15B,LGTRS,N,O417BD6735,A,F,,43.25,,,176.2,165.25,,39.65,45,235,190,2,,,,,,,,,Ollie,Alex,
E10-1-2012-3,23/11/2012,E10-1-1B,SS,R,O417BD6EB2,A,M,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-3,23/11/2012,E10-1-2B,DTT,N,O417BD9B36,A,M,Big testes,25.7,14.8,18.4,,,,,25,87,62,0,,,,826,,,,,Ollie,Alex,
E10-1-2012-4,24/11/2012,E10-1-9A,CTRS,R,O41781BE19,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-8A,RS,R,O4178C3F18,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-3B,WH,R,O4178C439E,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-29B,SS,R,O4178C46O9,A,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-4,24/11/2012,E10-1-29A,SS,R,O4178C52A6,A,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-4,24/11/2012,E10-1-7B,WH,R,O4178C76B2,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-9B,LSQ,N,O417BD5CE2,A,F,Mammae,29.1,,7.85,119.85,88.75,,,46,145,99,0,,"Missing one front, upper tooth. Possibly old loss.",,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-13B,SLTRS,N,O417BD5FCC,SA,F,,36.7,,,109.5,164.95,,21.5,48,96,48,0,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-15A,DTT,R,O417BD68F9,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-4B,DTT,N,O417BD6EOA,A,F,,23.3,14,9.5,,,,,21,63,42,2,,,,828,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-1A,LSQ,N,O417BD736B,A,M,Testes,33.85,,26.85,135.85,86.15,,,46,138,92,0,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-1B,SS,R,O417BD86B9,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-17B,PR,N,O417BD8BAD,A,M,Big testes,24,15.9,21.2,,,,,21,69,48,7,,,,827,,,,,Ollie,Alex,
E10-1-2012-4,24/11/2012,E10-1-45B,WH,R,O417BD8D15,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-4,24/11/2012,E10-1-2A,DTT,R,O417BD9B36,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-37A,WH,R,O417BD9FCA,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-4,24/11/2012,E10-1-5A,LSQ,N,O417BDA55F,A,M,,29.25,,21.15,125.8,97,,,21,109,88,0,,Broken tail - old.,,,,,,,Ollie,James,
E10-1-2012-4,24/11/2012,E10-1-12A,CTRS,N,O417BDAB53,SA,M,Small testes,43.5,,,136.7,141,,25.7,21,89,68,1,,,,,[1]/122,,,,Ollie,James,
E10-1-2012-5,25/11/2012,E10-1-39B,LSQ,R,O4178163B3,A,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-5,25/11/2012,E10-1-7A,WH,R,O4178C439E,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-5,25/11/2012,E10-1-30B,SS,R,O4178C46O9,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-5,25/11/2012,E10-1-32B,RS,R,O4178C623C,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-5,25/11/2012,E10-1-42B,DTT,N,O417BD6688,A,M,Big testes,24.6,15.8,19.15,,,,,19,79,60,1,,,,829,,,,,Ollie,Alex,
E10-1-2012-5,25/11/2012,E10-1-8B,LGTRS,N,O417BD72O8,A,M,,44.8,,,181.5,165.25,,44.35,43,241,198,1,,,,,,,,,Ollie,Ollie,
E10-1-2012-5,25/11/2012,E10-1-33A,MR,R,O417BD7EC7,SA,F,,,,,,,,,,,,,,,,,,,,,James,Alex,
E10-1-2012-5,25/11/2012,E10-1-1B,DTT,N,O417BD88E2,A,F,,24.5,14.5,8.9,,,,,19,91,72,1,,,,830,,,,,Ollie,Ollie,
E10-1-2012-5,25/11/2012,E10-1-3B,DTT,R,O417BD9B36,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-5,25/11/2012,E10-1-13B,CTRS,R,O417BDAB53,SA,M,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-6,26/11/2012,E10-1-37A,WH,R,O4178C3F93,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,James,
E10-1-2012-6,26/11/2012,E10-1-29A,SS,R,O4178C46O9,A,F,,,,,,,,,,,,,,,,,,,,,Sarah/Rob,Ollie,
E10-1-2012-6,26/11/2012,E10-1-24B,RS,R,O4178C623C,A,M,,,,,,,,,,,,,,,,,,,,,Sarah/Rob,Ollie,
E10-1-2012-6,26/11/2012,E10-1-30A,DTT,R,O4178C7983,SA?,F?,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-6,26/11/2012,E10-1-20B,WH,R,O417BD632F,A,M,,,,,,,,,,,,,,,,,,,,,Sarah/Rob,Ollie,
E10-1-2012-6,26/11/2012,E10-1-7A,SS,R,O417BD65FB,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-3B,DTT,R,O417BD6EOA,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-16A,SLTRS,N,O417BD6F5F,A,F,2 pairs of mammae,35.7,,,138.85,158.05,,24.2,43,116,73,0,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-10A,SLTRS,N,O417BD7B2D,A,M,,35.25,,,121.4,163.6,,24.1,43,109,66,0,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-35A,LGTRS,N,O417BD7BE2,A,M,Small testes,44.6,,,195.5,172.3,,43.1,19,217,198,0,,,,,,,,,Ollie,James,
E10-1-2012-6,26/11/2012,E10-1-4B,DTT,N,O417BD7D4B,A,F,,22.9,14.4,9.6,,,,,20,91,71,1,,,,832,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-33B,MR,R,O417BD7EC7,SA,F,,,,,,,,,,,,,,,,,,,,,Sarah/Rob,James,
E10-1-2012-6,26/11/2012,E10-1-1A,SS,R,O417BD86B9,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-17B,PR,R,O417BD8BAD,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie,
E10-1-2012-6,26/11/2012,E10-1-2B,DTT,R,O417BD9B36,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-27A,DTT,N,O417BD9D33,A,M,Big testes,26,15,17.7,,,,,20,84,64,1,,,,831,,,,,Ollie,Ollie,
E10-1-2012-6,26/11/2012,E10-1-31B,WH,N,O417BDA55O,A,F,,25,17.4,11.5,,,,,19,69,50,53,,,,833,,,,,Ollie,Ollie,
E10-1-2012-6,26/11/2012,E10-1-28B,LSQ,N,O417BDA566,A,M,Big teste,30.2,,,118,87.6,,,43,146,103,0,,,,,,,,,Ollie,Ollie,
E10-1-2012-6,26/11/2012,E10-1-15A,ESSQ,N,O417BDABD2,A,M,,34.3,,,132.5,170.3,,,44,141,97,1,,,,,[2]/123,,,,Ollie,Mathiew,
E10-1-2012-6,26/11/2012,E10-1-5B,LGTRS,R,O417O84126,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-7,27/11/2012,E10-1-16A,MR,R,O4178164D2,SA,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew,
E10-1-2012-7,27/11/2012,E10-1-6A,CTRS,R,O41781BE19,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-9A,ESSQ,N,O41781EOF3,A,F,,36.3,,,143.85,151.5,,,20,139,119,1,,Bald patch behind L ear and scarring from old injury,,,[3]/124,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-41A,RS,R,O4178C3A48,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Sabri,
E10-1-2012-7,27/11/2012,E10-1-33A,MR,R,O4178C5ABC,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Sabri,
E10-1-2012-7,27/11/2012,E10-1-10B,SLTRS,R,O417BD5D3A,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-3A,SLTRS,R,O417BD5FCC,SA,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-1B,LGTRS,R,O417BD6735,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-13A,SS,N,O417BD7EDO,A,M,Small testes,27.3,17.1,12.8,,,,,20,65,45,59,,,,836,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-7A,DTT,R,O417BD88E2,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-37A,PR,N,O417BD95A4,A,M,Huge testes,23.25,15.2,21.8,,,,,20,63,43,8,,,,837,,,,,Ollie,Sabri,
E10-1-2012-7,27/11/2012,E10-1-20A,WH,N,O417BD9878,A,F,,26,15.9,10.5,,,,,20,83,63,25,,,,835,,,,,Ollie,Mathiew/Sarah,
E10-1-2012-7,27/11/2012,E10-1-2A,DTT,R,O417BD9B36,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie/Rob,
E10-1-2012-7,27/11/2012,E10-1-22B,WH,R,O417BDA55O,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Mathiew/Sarah,
E10-1-2012-7,27/11/2012,E10-1-4A,WH,N,O417BDSEOE,A,M,Testes,26.75,18.8,19.1,,,,,20,77,57,21,,V out of L ear,,834,,,,,Ollie,Ollie/Rob,
E10-1-2014-1,23/04/2014,E10-1-4A,LTG,N,O41781B699,SA,F,Perforated and mammae visible. Genital area appeared swollen – possibly pregnant?,43.6,27.4,20.5,,,,,16,300,284,0,,,,1036,,146,,,Jess,"Jess, Basri",
E10-1-2014-1,23/04/2014,E10-1-2A,LGTRS,R,O417BD6735,A,F,,,,,,,,,,,,,,Scrape on top of nose that was bleeding so administered 95% alc.,,,,147,,,Jess,"Jess, Basri",
E10-1-2014-1,23/04/2014,E10-1-36A,SS,N,O417BD7BFO,SA,F,Unperforated. Nubbin had slight swelling under that initially looked like the beginning of balls but further inspection revealed mammae were just visible under the fur.,25.1,17.1,9.7,,,,,18,74,56,82,,,,1039,308,150,,,Jess,Alex,
E10-1-2014-1,23/04/2014,E10-1-18A,DTT,N,O41868DD8F,A,M,Very big testes,25.6,20.6,23.4,,,,,,,,6,,,,1038,307,149,,,Jess,Kiel,
E10-1-2014-1,23/04/2014,E10-1-47A,RS,N,O41869O195,SA,F,Unperforated and no mammae visible,37.5,24.7,13.1,,,,,18,144,126,84,,,,1037,306,148,,,Jess,Sabri,
E10-1-2014-2,24/04/2014,E10-1-31A,SS,R,O417BD7BFO,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-2,24/04/2014,E10-1-7A,LTG,N,O417O67OC8,A,M,Large testes,48.95,27.6,37,,,,,18,382,364,6,,,,1040,309,151,,,Jess,Jess,
E10-1-2014-2,24/04/2014,E10-1-26A,SS,N,O41868D46E,SA,F,"Unperforated, mammae visible but very pale and small.",27.05,18.2,10.04,,,,,18,69,51,27,,,,1041,310,152,,,Jess,Sabri,
E10-1-2014-2,24/04/2014,E10-1-44A,WH,N,O418691O9F,A,F,Perforated and genital area appeared swollen – possibly pregnant? (Took photos),27,18.9,8.3,,,,,18,74,56,41,,,,1042,311,153,,,Jess,Alex,
E10-1-2014-2,24/04/2014,E10-1-45B,LGTRS,N,O41869O8EF,A,M,Penis and testes obvious,44.3,,,217.5,165.2,,42.65,18,233,215,0,,Mouth bleeding a bit from trying to get out of trap.,,,,,,,Jess,Alex,
E10-1-2014-3,25/04/2014,E10-1-42B,SLTRS,N,NewDead8,,,,38.1,,,,,,,,,,,,,Y,,,,,,Sabri,Sabri,
E10-1-2014-3,25/04/2014,E10-1-9A,LSQ,R,O4178C4D63,A,M,,,,,,,,,,,,,,,Y,,,,,,Sabri,Alex,
E10-1-2014-3,25/04/2014,E10-1-2B,RS,N,O41868C2AC,A,M,Large testes,40.04,24.4,24,,,,,18,169,151,61,,"Two patches of bare skin on vent that looked very recent – think these are burns from the ether, as one of the cotton wool containers had a leak and another rat had the same injury, which I haven't seen before. Patches not bleeding so hopefully not too serious – have changed ether container.",,1046,316,161,,,Jess,Alex,
E10-1-2014-3,25/04/2014,E10-1-8B,RS,N,O41868C839,SA,M,"No obvious genitalia, no mammae visible. See notes.",38.8,24.1,16.6,,,,,18,135,117,77,,,,1045,315,160,,,Jess,Alex,
E10-1-2014-3,25/04/2014,E10-1-38A,LSQ,N,O41868D1CA,A,F,Mammae visible. Not certain whether already perforated but could see the area where vagina is/will be.,34.1,,,118.2,98.4,,,18,102,84,0,,"Two patches of bare skin on vent – one under left forelimb, one under right hind limb. I think these are burns from the ether, as one of the cotton wool containers had a leak and another rat had the same injury, which I haven't seen before. Patches not bleeding so hopefully not too serious – have changed ether container.",,,0,157,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-48A,RS,N,O41868DCF6,SA,M,No obvious genitalia and no mammae. See notes.,35.6,23.1,16.1,,,,,18,88,70,42,,,,1043,313,158,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-40A,LGTRS,N,O41868ECCO,SA,F,Unperforated but think female as nubbin much smaller than penis usually seen on male treeshrews.,44.2,,,188.7,189.9,,42.9,18,210,192,5,,Scrape on nose.,,,312,154,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-47B,CTRS,N,O41868FD67,A,F,,46.7,,,200,187.5,,44.6,18,173,155,0,,,,,,,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-44A,WH,R,O418691O9F,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-47A,CTRS,N,O41869O2DD,A,M,Penis obvious (no fungus as seen in other individuals of this species),50,,,198.8,184.4,,34.6,18,155,137,0,,Scrape on nose.,,,,155,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-33B,SS,N,O41869O563,SA,M,"No obvious genitalia but think male because no mammae or hole visible and small, dark, very slightly swollen patch that could be the start of testes developing. Also checked deets for all the definite M/F SS already caught in E. Average AGD for M was 13.2 (n=40) and average for F was 10.3 (n=30), so this individual's AGD is closer to that of an average male.",25.1,18,12.7,,,,,18,72,90,22,,,,1044,314,159,,,Jess,Sabri,
E10-1-2014-3,25/04/2014,E10-1-43B,SLTRS,N,O41869OBF7,A,F,Perforated and mammae visible,37,,,133,160.6,,25,18,98,80,0,,,,,,156,,,Jess,Sabri,
E10-1-2014-4,26/04/2014,E10-1-27A,LSQ,N,O41781B34A,A,F,Perforated and mammae visible,32.4,,,131.05,100,,,18,114,96,0,,,,,,162,,,Jess,Alex,
E10-1-2014-4,26/04/2014,E10-1-12A,DTT,N,O41868CDE6,A,M,Big testes,26.75,16.1,20.15,,,,,18,100,82,0,,,,1047,0,,,,Jess,Sabri,
E10-1-2014-4,26/04/2014,E10-1-22B,SS,R,O41868D46E,SA,F,,,,,,,,,,,,,,,,,,,,,Sabri,Mike,
E10-1-2014-4,26/04/2014,E10-1-48B,RS,R,O41868DCF6,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,Jess,
E10-1-2014-4,26/04/2014,E10-1-15B,WH,N,O41868F321,A,M,Testes obvious,26.8,19.05,19.5,,,,,18,80,62,,,,,,,,,,Jess,Mike,Y
E10-1-2014-4,26/04/2014,E10-1-44A,WH,R,O418691O9F,A,F,,,,,,,,,,,,,,,,,,,,,Sabri,Jess,
E10-1-2014-4,26/04/2014,E10-1-37B,CTRS,R,O41869O2DD,A,M,,,,,,,,,,,,,,,,,,,,,Sabri,Jess,
E10-1-2014-5,27/04/2014,E10-1-12B,LTG,R,O41781B699,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
E10-1-2014-5,27/04/2014,E10-1-36A,SS,R,O417BD7BFO,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-5,27/04/2014,E10-1-8B,RS,R,O41868C839,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
E10-1-2014-5,27/04/2014,E10-1-28B,CTRS,R,O41869O2DD,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-6,28/04/2014,E10-1-12A,LTG,R,O41781B699,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-6,28/04/2014,E10-1-31A,SS,R,O417BD7BFO,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,"Jess, Hayley",
E10-1-2014-6,28/04/2014,E10-1-10B,LTG,R,O417O67OC8,A,M,,,,,,,,,,,,,,Scrape on top of nose.,,,,,,,Jess,Alex,
E10-1-2014-6,28/04/2014,E10-1-2B,RS,R,O41868C2AC,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-6,28/04/2014,E10-1-12B,RS,R,O41868C839,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-6,28/04/2014,E10-1-36A,WH,N,O41868DO81,A,M,Testes and epididymal pouch fully developed.,25.8,19.4,18.7,,,,,18,68,50,20,,,,1048,317,163,,,Jess,Sabri,
E10-1-2014-6,28/04/2014,E10-1-16A,WH,R,O41868F321,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-6,28/04/2014,E10-1-35B,SS,N,O41868FA37,SA,M,Beginnings of testes developing. Noticed a small amount of what looked like orange fungus around the genital area and on anus – only seen this before in Common Treeshrews.,25.55,20.2,12.8,,,,,18,71,53,53,,,,1049,318,164,,,Jess,Sabri,
E10-1-2014-6,28/04/2014,E10-1-42B,CTRS,R,O41869O2DD,A,M,,,,,,,,,,,,,,,Y,,,,,,Jess,Sabri,
E10-1-2014-6,28/04/2014,E10-1-34B,SS,R,O41869O563,SA,M,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-7,29/04/2014,E10-1-4B,LSQ,N,O41781B21O,SA,F,Not perforated but mammae visible and can see where vagina will develop.,30.8,,,107.85,68.9,,,18,93,75,0,,,,,,166,,,Jess,Sabri,
E10-1-2014-7,29/04/2014,E10-1-5A,LTG,R,O417BDA9D4,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-7,29/04/2014,E10-1-34A,LTG,N,O417O692F5,SA,F,"Not perforated and no mammae visible (but can see where vagina will develop). Also noticed a small amount of orange fungus on genital area and anus, similar to the SS yesterday.",42.1,26.15,16.35,,,,,17,270,253,0,,,,1050,,165,,,Jess,Jess,
E10-1-2014-7,29/04/2014,E10-1-26A,SS,R,O41868D46E,SA,F,,,,,,,,,,,,,,,,,,,,,Jess,Alex,
E10-1-2014-7,29/04/2014,E10-1-42B,RS,R,O41868DCF6,SA,M,,,,,,,,,,,,,,,,,,,,,Sabri,Jess,
E10-1-2014-7,29/04/2014,E10-1-14A,DTT,R,O41868DD8F,A,M,,,,,,,,,,,,,,,,,,,,,Jess,Sabri,
E10-1-2014-7,29/04/2014,E10-1-36A,WH,R,O418691O9F,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Jess,
E10-1-2014-7,29/04/2014,E10-1-48B,RS,R,O41869O195,SA,F,,,,,,,,,,,,,,,,,,,,,Sabri,Jess,
E10-1-2015-1,09/07/2015,E10-1-31A,LSQ,R,O41781B34A,A,F,,,,,,,,,,,,,,,,,,,,,Jess,Sabri/Jess,
E10-1-2015-1,09/07/2015,E10-1-47B,RS,R,O41869O195,SA,F,,,,,,,,,,,,,,,,,,,,,Sabri,Sabri/Jess,
E10-1-2015-1,09/07/2015,E10-1-32A,RS,N,O418EB895E,A,F,"Perf, one pair mammae just visible close to genitals",39.1,27,11.1,,,,,18,142,124,62,,,,PT395,PP223,PF195,,Z203,Jess,Sabri/Jess,
E10-1-2015-1,09/07/2015,E10-1-30B,RS,N,O418EBC9D3,A,M,"Big balls, epididymal pouch",39.6,27.5,24.8,,,,,18,180,162,47,,,,PT398,PP225,,,Z206,Jess,Sabri/Jess,
